genome	bac120_taxon	bac120_parent_taxon	bac120_node	bac120_support	bac120_descendants	bac120_target_seeds	bac120_primary_seeds	scg165_taxon	scg165_parent_taxon	scg165_node	scg165_support	scg165_descendants	scg165_target_seeds	scg165_primary_seeds	rank	concordant_taxon	concordant_parent	dual_tree_support	assignment_confidence	decision
HIMB2305	Pelagibacteraceae	NA	947	1	8	6	6	Pelagibacteraceae	NA	946	1	8	6	6	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB4	Pelagibacteraceae	NA	715	1	2	2	2	Pelagibacteraceae	NA	715	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HIMB5	Pelagibacteraceae	NA	819	1	2	2	2	Pelagibacteraceae	NA	819	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC1002	Pelagibacteraceae	NA	829	0.9	3	3	3	Pelagibacteraceae	NA	834	1	3	3	3	Family	Pelagibacteraceae	NA	0.9	topology_provisional	topology_provisional
HTCC1013	Pelagibacteraceae	NA	830	0.9	2	2	2	Pelagibacteraceae	NA	835	1	2	2	2	Family	Pelagibacteraceae	NA	0.9	topology_provisional	topology_provisional
HTCC1016	Pelagibacteraceae	NA	828	1	4	4	4	Pelagibacteraceae	NA	833	1	4	4	4	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC1040	Pelagibacteraceae	NA	827	1	5	5	5	Pelagibacteraceae	NA	832	1	5	5	5	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC1062	Pelagibacteraceae	NA	830	0.9	2	2	2	Pelagibacteraceae	NA	835	1	2	2	2	Family	Pelagibacteraceae	NA	0.9	topology_provisional	topology_provisional
HTCC7211	Pelagibacteraceae	NA	703	1	2	2	2	Pelagibacteraceae	NA	703	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC7214	Pelagibacteraceae	NA	703	1	2	2	2	Pelagibacteraceae	NA	702	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC7217	Pelagibacteraceae	NA	701	1	4	4	4	Pelagibacteraceae	NA	703	1	2	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC8051	Pelagibacteraceae	NA	697	1	5	3	3	Pelagibacteraceae	NA	697	1	5	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC9022	Pelagibacteraceae	NA	696	1	6	4	4	Pelagibacteraceae	NA	696	1	6	4	4	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
HTCC9565	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
IMCC9063	Fontibacteriaceae	NA	1053	1	2	2	2	Fontibacteriaceae	NA	1053	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
LSUCC0261	Fontibacteriaceae	NA	1053	1	2	2	2	Fontibacteriaceae	NA	1053	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
LSUCC0530	Fontibacteriaceae	NA	1054	1	8	8	8	Fontibacteriaceae	NA	1054	1	8	8	8	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
LSUCC0664	Fontibacteriaceae	NA	1045	1	9	7	7	Fontibacteriaceae	NA	1045	1	9	7	7	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
LSUCC0723	Fontibacteriaceae	NA	1049	1	5	5	5	Fontibacteriaceae	NA	1049	1	5	5	5	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
ME-17	Fontibacteriaceae	NA	1058	1	3	3	3	Fontibacteriaceae	NA	1058	0.99	2	2	2	Family	Fontibacteriaceae	NA	0.99	topology_high	topology_high
ME-18	Fontibacteriaceae	NA	1059	1	2	2	2	Fontibacteriaceae	NA	1059	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
ME-20	Fontibacteriaceae	NA	1059	1	2	2	2	Fontibacteriaceae	NA	1059	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
ME-31	Fontibacteriaceae	NA	1056	1	5	5	5	Fontibacteriaceae	NA	1058	0.99	2	2	2	Family	Fontibacteriaceae	NA	0.99	topology_high	topology_high
ME-33	Fontibacteriaceae	NA	1057	1	4	4	4	Fontibacteriaceae	NA	1057	0.99	3	3	3	Family	Fontibacteriaceae	NA	0.99	topology_high	topology_high
MED-G40	Cosmipelagibacteraceae	NA	987	1	52	36	36	Cosmipelagibacteraceae	NA	987	1	52	36	36	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
MED1116	Fontibacteriaceae	NA	1046	1	8	6	6	Fontibacteriaceae	NA	1046	1	8	6	6	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
MED602	Fontibacteriaceae	NA	1042	1	12	8	8	Fontibacteriaceae	NA	1042	1	12	8	8	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
MKE-138	Fontibacteriaceae	NA	1060	1	2	2	2	Fontibacteriaceae	NA	1060	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
MiE-29	Fontibacteriaceae	NA	1060	1	2	2	2	Fontibacteriaceae	NA	1060	1	2	2	2	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
NP1	Pelagibacteraceae	NA	826	1	6	6	6	Pelagibacteraceae	NA	831	1	6	6	6	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
RIS-SAG-41	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
RS39	Pelagibacteraceae	NA	726	1	2	2	2	Pelagibacteraceae	NA	729	1	3	3	3	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
RS40	Pelagibacteraceae	NA	948	0.96	7	5	5	Pelagibacteraceae	NA	948	1	5	3	3	Family	Pelagibacteraceae	NA	0.96	topology_high	topology_high
SAG-MED01	Pelagibacteraceae	NA	744	0.98	71	42	42	Pelagibacteraceae	NA	746	0.83	18	8	8	Family	Pelagibacteraceae	NA	0.83	topology_provisional	topology_provisional
SAG-MED05	Cosmipelagibacteraceae	NA	1023	1	2	2	2	Cosmipelagibacteraceae	NA	1023	1	2	2	2	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
SAG-MED06	Pelagibacteraceae	NA	698	1	4	2	2	Pelagibacteraceae	NA	698	1	4	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
SAG-MED08	Pelagibacteraceae	NA	686	0.9	2	2	2	Pelagibacteraceae	NA	682	0.9	3	3	3	Family	Pelagibacteraceae	NA	0.9	topology_provisional	topology_provisional
SAG-MED11	Pelagibacteraceae	NA	748	0.67	5	3	3	Pelagibacteraceae	NA	752	1	2	2	2	Family	Pelagibacteraceae	NA	0.67	topology_provisional	topology_provisional
SAG-MED13	Pelagibacteraceae	NA	707	0.99	38	23	23	Pelagibacteraceae	NA	717	1	98	60	60	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
SAG-MED15	Pelagibacteraceae	NA	548	1	317	210	206	Pelagibacteraceae	NA	548	1	317	210	206	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
SAG-MED22	Pelagibacteraceae	NA	664	0.99	28	28	24	Pelagibacteraceae	NA	689	1	5	3	3	Family	Pelagibacteraceae	NA	0.99	topology_high	topology_high
SAG-MED28	Cosmipelagibacteraceae	NA	992	1	12	12	12	Cosmipelagibacteraceae	NA	1002	1	2	2	2	Family	Cosmipelagibacteraceae	NA	1	topology_high	topology_high
SAG-MED47	Pelagibacteraceae	NA	744	0.98	71	42	42	Pelagibacteraceae	NA	746	0.83	18	8	8	Family	Pelagibacteraceae	NA	0.83	topology_provisional	topology_provisional
SAG-MED49	Pelagibacteraceae	NA	694	1	11	8	8	Pelagibacteraceae	NA	694	1	11	8	8	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
SAG-MED50	Pelagibacteraceae	NA	698	1	4	2	2	Pelagibacteraceae	NA	698	1	4	2	2	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
SP27	Fontibacteriaceae	NA	1046	1	8	6	6	Fontibacteriaceae	NA	1046	1	8	6	6	Family	Fontibacteriaceae	NA	1	topology_high	topology_high
Uisw_090	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_092	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_094	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_099_02	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_101	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_104	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_106	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_113	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_114	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_116	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_121	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_127	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_130	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_134_02	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	551	1	294	207	203	Family	Pelagibacteraceae	NA	1	topology_high	topology_high
Uisw_136	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
Uisw_137	Pelagibacteraceae	NA	821	1	24	7	7	Pelagibacteraceae	NA	822	0.97	23	7	7	Family	Pelagibacteraceae	NA	0.97	topology_high	topology_high
AAA795-A20	Ia.3.V	Pelagibacteraceae	567	1	5	4	4	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
AG-313-A04	IIa.B	Cosmipelagibacteraceae	994	1	3	3	3	IIa.B	Cosmipelagibacteraceae	993	1	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-325-E08	Ia.4.N2	Pelagibacteraceae	747	0.76	6	4	4	Ia.4.N2	Pelagibacteraceae	752	1	2	2	2	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	0.76	topology_provisional	topology_provisional
AG-325-E13	IIa.B	Cosmipelagibacteraceae	1022	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1021	1	4	4	4	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-325-E20	IIa.A	Cosmipelagibacteraceae	1027	0.98	3	3	3	IIa.A	Cosmipelagibacteraceae	1025	1	5	5	5	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.98	topology_high	topology_high
AG-337-C09	Ib.2.I	Pelagibacteraceae	886	0.99	4	2	2	Ib.2.I	Pelagibacteraceae	877	1	12	7	7	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-337-C19	Ib.N10	Pelagibacteraceae	958	0.96	4	4	4	Ib.N10	Pelagibacteraceae	957	1	3	2	2	Genus_Subclade	Ib.N10	Pelagibacteraceae	0.96	topology_high	topology_high
AG-337-D16	Ib.1.III	Pelagibacteraceae	906	0.91	4	2	2	Ib.1.III	Pelagibacteraceae	908	0.99	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.91	topology_provisional	topology_provisional
AG-337-D17	Ia.4.N5	Pelagibacteraceae	725	0.98	3	3	3	Ia.4.N5	Pelagibacteraceae	728	1	4	4	4	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.98	topology_high	topology_high
AG-337-E15	IIa.B	Cosmipelagibacteraceae	1009	0.91	2	2	2	IIa.B	Cosmipelagibacteraceae	1007	0.87	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-337-G04	Ib.2.I	Pelagibacteraceae	886	0.99	4	2	2	Ib.2.I	Pelagibacteraceae	880	0.98	9	6	6	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.98	topology_high	topology_high
AG-337-G11	Ia.4.N3	Pelagibacteraceae	762	1	10	8	8	Ia.4.N3	Pelagibacteraceae	768	1	10	8	8	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-343-E17	IIa.A	Cosmipelagibacteraceae	1034	0.96	2	2	2	IIa.A	Cosmipelagibacteraceae	1034	1	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.96	topology_high	topology_high
AG-349-I05	Ib.N11	Pelagibacteraceae	859	0.89	5	3	3	Ib.N11	Pelagibacteraceae	860	1	5	3	3	Genus_Subclade	Ib.N11	Pelagibacteraceae	0.89	topology_provisional	topology_provisional
AG-349-L17	Ia.3.V	Pelagibacteraceae	607	0.98	3	2	2	Ia.3.V	Pelagibacteraceae	568	0.84	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-349-O05	Ia.3.V	Pelagibacteraceae	577	0.96	2	2	2	Ia.3.V	Pelagibacteraceae	576	0.87	5	5	5	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-359-B05	Ib.1.III	Pelagibacteraceae	942	1	2	2	2	Ib.1.III	Pelagibacteraceae	941	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-359-C09	Ia.3.VII	Pelagibacteraceae	667	0.98	17	17	13	Ia.3.VII	Pelagibacteraceae	666	1	12	12	9	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-359-D09	Ia.4.N4	Pelagibacteraceae	772	1	3	3	3	Ia.4.N4	Pelagibacteraceae	805	1	3	3	3	Genus_Subclade	Ia.4.N4	Pelagibacteraceae	1	topology_high	topology_high
AG-359-G17	Ib.1.III	Pelagibacteraceae	933	0.87	3	3	3	Ib.1.III	Pelagibacteraceae	913	0.9	5	5	5	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-359-G22	Ia.4.N5	Pelagibacteraceae	736	1	3	2	2	Ia.4.N5	Pelagibacteraceae	737	1	4	3	3	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-359-M21	Ia.3.VII	Pelagibacteraceae	679	0.98	2	2	2	Ia.3.VII	Pelagibacteraceae	670	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-359-O11	Ib.1.III	Pelagibacteraceae	945	1	2	2	2	Ib.1.III	Pelagibacteraceae	944	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-365-B19	IIa.A	Cosmipelagibacteraceae	1037	1	2	2	2	IIa.A	Cosmipelagibacteraceae	1035	0.99	4	4	4	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.99	topology_high	topology_high
AG-390-C17	Ia.3.VI	Pelagibacteraceae	623	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	612	0.99	3	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
AG-390-C22	IIa.B	Cosmipelagibacteraceae	1022	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1022	1	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-390-D02	Ia.4.N2	Pelagibacteraceae	749	0.57	4	2	2	Ia.4.N2	Pelagibacteraceae	749	1	7	4	4	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-390-D15	Ia.4.N2	Pelagibacteraceae	749	0.57	4	2	2	Ia.4.N2	Pelagibacteraceae	754	0.99	2	2	2	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-390-G11	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Genus_Subclade	Ia.3.IV	Pelagibacteraceae	1	topology_high	topology_high
AG-390-G23	Ia.3.V	Pelagibacteraceae	570	1	2	2	2	Ia.3.V	Pelagibacteraceae	578	0.87	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-390-I15	Ia.3.VII	Pelagibacteraceae	664	0.99	28	28	24	Ia.3.VII	Pelagibacteraceae	690	0.98	4	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-390-J13	Ia.4.N2	Pelagibacteraceae	749	0.57	4	2	2	Ia.4.N2	Pelagibacteraceae	749	1	7	4	4	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-390-J21	Ia.4.II	Pelagibacteraceae	788	0.93	4	3	3	Ia.4.II	Pelagibacteraceae	782	0.99	3	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
AG-390-L03	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Genus_Subclade	Ia.3.IV	Pelagibacteraceae	1	topology_high	topology_high
AG-390-M14	Ia.3.V	Pelagibacteraceae	573	0.69	3	3	3	Ia.3.V	Pelagibacteraceae	579	1	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.69	topology_provisional	topology_provisional
AG-390-M15	IIa.B	Cosmipelagibacteraceae	1023	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1023	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-404-P13	Ib.2.I	Pelagibacteraceae	886	0.99	4	2	2	Ib.2.I	Pelagibacteraceae	877	1	12	7	7	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-410-O02	Ia.3.V	Pelagibacteraceae	581	0.98	3	3	3	Ia.3.V	Pelagibacteraceae	601	0.99	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.98	topology_high	topology_high
AG-414-B15	IIa.A	Cosmipelagibacteraceae	1034	0.96	2	2	2	IIa.A	Cosmipelagibacteraceae	1034	1	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.96	topology_high	topology_high
AG-414-O09	Ib.2.I	Pelagibacteraceae	891	0.95	4	3	3	Ib.2.I	Pelagibacteraceae	883	1	4	3	3	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.95	topology_high	topology_high
AG-414-O11	Ia.3.VII	Pelagibacteraceae	671	0.9	5	5	4	Ia.3.VII	Pelagibacteraceae	676	0.99	2	2	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
AG-422-A21	IIa.A	Cosmipelagibacteraceae	1036	1	3	3	3	IIa.A	Cosmipelagibacteraceae	1037	0.99	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.99	topology_high	topology_high
AG-422-B22	Ia.3.V	Pelagibacteraceae	565	0.67	8	6	6	Ia.3.V	Pelagibacteraceae	602	1	3	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.67	topology_provisional	topology_provisional
AG-422-C20	Ia.3.V	Pelagibacteraceae	560	0.94	47	35	35	Ia.3.V	Pelagibacteraceae	566	0.88	5	4	4	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.88	topology_provisional	topology_provisional
AG-422-D23	Ia.3.V	Pelagibacteraceae	596	0.85	3	3	3	Ia.3.V	Pelagibacteraceae	578	0.87	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.85	topology_provisional	topology_provisional
AG-422-E09	Ia.3.V	Pelagibacteraceae	599	0.71	3	2	2	Ia.3.V	Pelagibacteraceae	583	0.89	5	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.71	topology_provisional	topology_provisional
AG-422-F15	IIa.B	Cosmipelagibacteraceae	999	0.99	2	2	2	IIa.B	Cosmipelagibacteraceae	998	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.99	topology_high	topology_high
AG-422-G03	Ia.3.V	Pelagibacteraceae	607	0.98	3	2	2	Ia.3.V	Pelagibacteraceae	568	0.84	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-422-K17	IIa.B	Cosmipelagibacteraceae	1016	0.59	3	3	3	IIa.B	Cosmipelagibacteraceae	1008	0.98	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.59	topology_provisional	topology_provisional
AG-422-L15	IIa.A	Cosmipelagibacteraceae	1026	1	4	4	4	IIa.A	Cosmipelagibacteraceae	1027	1	3	3	3	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-426-D09	Ia.4.N5	Pelagibacteraceae	736	1	3	2	2	Ia.4.N5	Pelagibacteraceae	739	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-426-E13	Ib.1.III	Pelagibacteraceae	915	0.68	7	5	5	Ib.1.III	Pelagibacteraceae	920	0.87	4	3	3	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.68	topology_provisional	topology_provisional
AG-426-E17	Ib.4.I	Pelagibacteraceae	971	0.98	2	2	1	Ib.4.I	Pelagibacteraceae	970	1	3	3	2	Genus_Subclade	Ib.4.I	Pelagibacteraceae	0.98	topology_high	topology_high
AG-426-I15	IIa.A	Cosmipelagibacteraceae	1035	0.85	4	4	4	IIa.A	Cosmipelagibacteraceae	1037	0.99	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.85	topology_provisional	topology_provisional
AG-426-M05	Ia.3.V	Pelagibacteraceae	590	0.86	2	2	2	Ia.3.V	Pelagibacteraceae	601	0.99	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-426-M19	Ib.1.III	Pelagibacteraceae	934	0.92	2	2	2	Ib.1.III	Pelagibacteraceae	915	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.92	topology_provisional	topology_provisional
AG-426-O05	IIa.A	Cosmipelagibacteraceae	1037	1	2	2	2	IIa.A	Cosmipelagibacteraceae	1036	0.99	3	3	3	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.99	topology_high	topology_high
AG-430-E20	Ia.3.VII	Pelagibacteraceae	686	0.9	2	2	2	Ia.3.VII	Pelagibacteraceae	683	0.9	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
AG-430-F03	IIa.A	Cosmipelagibacteraceae	1031	1	8	8	8	IIa.A	Cosmipelagibacteraceae	1031	0.99	8	8	8	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	0.99	topology_high	topology_high
AG-430-I18	Ib.N11	Pelagibacteraceae	860	0.98	4	2	2	Ib.N11	Pelagibacteraceae	861	1	4	2	2	Genus_Subclade	Ib.N11	Pelagibacteraceae	0.98	topology_high	topology_high
AG-439-C08	IIa.A	Cosmipelagibacteraceae	1033	1	3	3	3	IIa.A	Cosmipelagibacteraceae	1033	1	3	3	3	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-447-B22	Ia.4.N5	Pelagibacteraceae	741	1	4	3	3	Ia.4.N5	Pelagibacteraceae	741	0.94	4	3	3	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.94	topology_provisional	topology_provisional
AG-447-C08	Ia.3.V	Pelagibacteraceae	574	1	2	2	2	Ia.3.V	Pelagibacteraceae	573	0.96	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.96	topology_high	topology_high
AG-447-E19	Ia.3.V	Pelagibacteraceae	602	0.98	3	2	2	Ia.3.V	Pelagibacteraceae	588	0.87	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-447-F10	Ia.4.N5	Pelagibacteraceae	729	0.99	2	2	2	Ia.4.N5	Pelagibacteraceae	733	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.99	topology_high	topology_high
AG-447-K11	Ia.3.VI	Pelagibacteraceae	623	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	612	0.99	3	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
AG-447-L03	Ia.3.V	Pelagibacteraceae	565	0.67	8	6	6	Ia.3.V	Pelagibacteraceae	562	0.88	14	9	9	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.67	topology_provisional	topology_provisional
AG-447-L10	Ia.3.V	Pelagibacteraceae	595	0.96	5	4	4	Ia.3.V	Pelagibacteraceae	599	0.99	7	6	6	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.96	topology_high	topology_high
AG-447-M05	Ia.3.I	Pelagibacteraceae	702	1	3	3	3	Ia.3.I	Pelagibacteraceae	701	1	4	4	4	Genus_Subclade	Ia.3.I	Pelagibacteraceae	1	topology_high	topology_high
AG-447-M10	Ia.3.V	Pelagibacteraceae	607	0.98	3	2	2	Ia.3.V	Pelagibacteraceae	568	0.84	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-447-N18	Ia.4.II	Pelagibacteraceae	788	0.93	4	3	3	Ia.4.II	Pelagibacteraceae	784	0.98	4	4	4	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
AG-447-P03	Ia.3.V	Pelagibacteraceae	560	0.94	47	35	35	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.94	topology_provisional	topology_provisional
AG-447-P22	Ia.4.N5	Pelagibacteraceae	736	1	3	2	2	Ia.4.N5	Pelagibacteraceae	737	1	4	3	3	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-453-G04	IIa.B	Cosmipelagibacteraceae	999	0.99	2	2	2	IIa.B	Cosmipelagibacteraceae	1001	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.99	topology_high	topology_high
