genome_id	genome_size_bp	gc_percent	n_contigs	n50	min_contig_length	max_contig_length	n_proteins	median_protein_length	mean_protein_length	p95_protein_length	max_protein_length	COG_coverage	KO_coverage	Pfam_coverage	any_annotation_coverage	completeness	contamination	completeness_model	translation_table	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_gc_content	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	checkm2_notes	quality_class	clade_1	clade_2	subclade	subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	genome_type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
HIMB1577	1444414	29.37	1	1444414	1444414	1444414	1512	280	307.0925925925926	641.45	2264	87.63227513227513	58.664021164021165	89.15343915343915	92.12962962962963	99.79	0.1	Neural Network (Specific Model)	11	0.965	1444414	307.8137384412153	1444414	0.29	1514	1	1444414	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1587	1483982	29.31	2	815068	668914	815068	1552	275	306.60889175257734	653.4499999999998	2691	85.82474226804123	57.60309278350515	87.11340206185567	90.33505154639175	99.87	0.05	Neural Network (Specific Model)	11	0.964	815068	307.39460154241647	1483982	0.29	1556	2	815068	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1593	1431236	29.35	1	1431236	1431236	1431236	1487	281	309.2871553463349	643.1000000000001	2349	88.70208473436449	60.39004707464694	90.1815736381977	92.9388029589778	99.77	0.1	Neural Network (Specific Model)	11	0.965	1431236	310.184811827957	1431236	0.29	1488	1	1431236	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1597	1489004	29.29	1	1489004	1489004	1489004	1553	278	307.21828718609146	654.3999999999999	2691	85.83386992916935	57.630392788151966	87.05730843528654	90.34127495170637	99.85	0.08	Neural Network (Specific Model)	11	0.964	1489004	308.4607969151671	1489004	0.29	1556	1	1489004	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1602	1200562	30.62	257	7022	1010	29305	1210	252	281.4834710743802	623.55	1501	87.68595041322314	57.438016528925615	87.19008264462809	91.15702479338843	86.07	0.05	Neural Network (Specific Model)	11	0.956	7022	278.69331395348837	1200562	0.31	1376	257	29305	None	Medium completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1611	1453538	29.41	1	1453538	1453538	1453538	1526	277	305.5196592398427	641	2500	86.50065530799476	58.58453473132372	87.35255570117955	90.49803407601573	99.9	0.11	Neural Network (Specific Model)	11	0.964	1453538	306.6319580877538	1453538	0.29	1527	1	1453538	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1623	1468005	29.41	14	278558	1147	511039	1551	275	298.2050290135397	633.5	1501	85.75112830431979	58.22050290135397	86.78272082527401	89.74854932301741	99.91	0.6	Neural Network (Specific Model)	11	0.964	278558	310.4858831254104	1468005	0.29	1523	14	511039	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1631	1444470	29.37	1	1444470	1444470	1444470	1512	280	306.9265873015873	641.45	2264	87.63227513227513	58.664021164021165	89.15343915343915	92.12962962962963	99.87	0.1	Neural Network (Specific Model)	11	0.965	1444470	307.596699669967	1444470	0.29	1515	1	1444470	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1636	1436164	29.31	1	1436164	1436164	1436164	1468	282	314.72070844686647	653	4578	89.10081743869209	59.53678474114441	89.57765667574932	92.8474114441417	99.81	0.16	Neural Network (Specific Model)	11	0.966	1436164	315.44625850340134	1436164	0.29	1470	1	1436164	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1641	1438405	29.33	1	1438405	1438405	1438405	1474	282	313.9525101763908	651.6999999999998	4578	89.14518317503392	59.430122116689276	89.75576662143826	92.94436906377204	99.84	0.13	Neural Network (Specific Model)	11	0.966	1438405	314.7079945799458	1438405	0.29	1476	1	1438405	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1662	1421355	29.31	1	1421355	1421355	1421355	1478	279.5	308.89242219215157	641.2999999999997	2376	88.36265223274695	58.99864682002707	89.5128552097429	92.82814614343707	99.93	0.09	Neural Network (Specific Model)	11	0.965	1421355	309.4888588791357	1421355	0.29	1481	1	1421355	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1685	1455495	28.95	1	1455495	1455495	1455495	1524	280	306.8366141732283	641	1501	88.32020997375328	59.186351706036746	89.1732283464567	92.45406824146981	99.72	0.1	Neural Network (Specific Model)	11	0.965	1455495	307.5694626474443	1455495	0.29	1526	1	1455495	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1695	1421593	29.36	2	1185658	235935	1185658	1492	280	305.5536193029491	639.3500000000001	1501	89.00804289544236	60.05361930294906	89.47721179624665	92.828418230563	99.77	0.39	Neural Network (Specific Model)	11	0.963	1185658	306.1531772575251	1421593	0.29	1495	2	1185658	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1701	1485366	29.13	1	1485366	1485366	1485366	1545	281	308.589644012945	641	2445	86.53721682847898	57.734627831715216	88.28478964401295	91.19741100323625	99.99	0.3	Neural Network (Specific Model)	11	0.964	1485366	309.5229476405947	1485366	0.29	1547	1	1485366	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1702	1444148	29.32	1	1444148	1444148	1444148	1488	280	312.4885752688172	648.8999999999992	4578	88.30645161290323	59.13978494623656	88.84408602150538	92.00268817204301	99.76	0.15	Neural Network (Specific Model)	11	0.967	1444148	313.4116856950974	1444148	0.29	1489	1	1444148	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1709	1426001	29.36	2	1168350	257651	1168350	1493	280	303.20026791694573	639.1999999999996	1501	87.94373744139317	59.678499665103814	88.94842598794374	91.82853315472204	99.95	0.59	Neural Network (Specific Model)	11	0.963	1168350	310.88761002031146	1426001	0.29	1477	2	1168350	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1710	1459696	29.38	3	1435827	11005	1435827	1499	280	312.71914609739827	654.099999999999	4578	88.05870580386924	58.77251501000668	88.72581721147431	91.92795196797864	99.86	0.14	Neural Network (Specific Model)	11	0.965	1435827	313.4318030605456	1459696	0.29	1503	3	1435827	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1715	1308457	29.55	36	59426	4192	177081	1370	273.5	301.3262773722628	638	1501	88.75912408759125	60.94890510948905	90.07299270072993	92.84671532846716	97.6	0.05	Neural Network (Specific Model)	11	0.964	59426	299.99786476868326	1308457	0.3	1405	36	177081	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1723	1475205	29.31	1	1475205	1475205	1475205	1530	280	310.04771241830065	641	4578	87.05882352941177	58.16993464052288	88.69281045751633	91.69934640522875	99.73	0.08	Neural Network (Specific Model)	11	0.965	1475205	310.9425212279556	1475205	0.29	1531	1	1475205	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1746	1459268	29.34	8	271456	10955	490964	1551	267	300.5770470664088	642.5	2615	84.71953578336557	57.18891038039974	86.073500967118	89.03932946486138	99.89	0.05	Neural Network (Specific Model)	11	0.962	271456	301.5269922879177	1459268	0.29	1556	8	490964	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1748	1506003	29.38	6	861536	9168	861536	1540	281.5	314.06103896103895	664.5499999999995	4578	88.8961038961039	59.350649350649356	89.6103896103896	92.72727272727272	99.59	4.4	Neural Network (Specific Model)	11	0.966	861536	314.53492884864164	1506003	0.29	1546	6	861536	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1758	1458764	29.41	1	1458764	1458764	1458764	1527	278	306.505566470203	642.4000000000001	2509	86.90242305173544	58.7426326129666	87.62278978388997	90.96267190569745	99.88	0.1	Neural Network (Specific Model)	11	0.964	1458764	307.4054937867887	1458764	0.29	1529	1	1458764	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1765	1436910	29.38	1	1436910	1436910	1436910	1499	280	308.0413609072715	641	2348	88.12541694462975	59.43962641761175	88.85923949299533	91.92795196797864	99.62	0.16	Neural Network (Specific Model)	11	0.965	1436910	308.6371504660453	1436910	0.29	1502	1	1436910	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1770	1448694	29.38	1	1448694	1448694	1448694	1499	279	310.3455637091394	645.2999999999997	4578	88.25883922615077	59.17278185456971	88.85923949299533	92.59506337558372	99.95	0.09	Neural Network (Specific Model)	11	0.964	1448694	311.11459027315124	1448694	0.29	1501	1	1448694	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1782	1436179	29.35	2	855577	580602	855577	1517	278	304.45682267633487	641	1895	87.01384311140409	59.19578114700066	87.67303889255109	90.8371786420567	99.97	0.14	Neural Network (Specific Model)	11	0.966	855577	305.0565789473684	1436179	0.29	1520	2	855577	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1835	1072188	30.39	229	7766	1000	26662	1082	240	279.94547134935306	642.9000000000001	1616	85.12014787430684	57.67097966728281	85.02772643253235	88.63216266173752	91.79	0.18	Neural Network (Specific Model)	11	0.965	7766	275.12718600953895	1072188	0.3	1258	229	26662	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1838	1200830	29.66	71	39679	1178	137420	1235	261	301.00323886639677	683	2737	87.85425101214574	61.53846153846154	88.98785425101214	91.82186234817814	99.11	0.09	Neural Network (Specific Model)	11	0.963	39679	302.28772478498826	1200830	0.3	1279	71	137420	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1863	1231137	29.65	22	78266	2739	174881	1283	265	305.35541699142635	684.7999999999997	1579	88.15276695245518	62.35385814497272	89.71161340607951	92.20576773187841	99.92	1.11	Neural Network (Specific Model)	11	0.963	78266	305.06384615384616	1231137	0.3	1300	22	174881	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2104	1205064	29.84	7	249324	15424	516316	1247	265	309.5637530072173	683	5936	88.93344025661588	63.672814755412986	90.1363271852446	92.70248596631917	99.98	0	Neural Network (Specific Model)	11	0.964	249324	310.58113509192646	1205064	0.3	1251	7	516316	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2187	1188940	29.2	2	898854	290086	898854	1250	274	305.0216	641	1501	88.32	61.44	89.52	92.32000000000001	99.96	0.15	Neural Network (Specific Model)	11	0.963	898854	305.43620414673046	1188940	0.29	1254	2	898854	None	High completeness	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2200	1211436	29.6	24	95189	3622	238713	1271	265	302.2006294256491	663.5	1678	87.9622344610543	61.605035405192766	88.90637293469709	91.66011014948859	99.86	0.03	Neural Network (Specific Model)	11	0.964	95189	304.1518691588785	1211436	0.3	1284	24	238713	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2201	1359742	29.01	1	1359742	1359742	1359742	1436	280.5	304.7632311977716	638	1501	88.23119777158774	60.51532033426184	88.9275766016713	92.68802228412257	99.97	0.21	Neural Network (Specific Model)	11	0.967	1359742	305.54937413073714	1359742	0.29	1438	1	1359742	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2204	1249462	29.54	2	782013	467449	782013	1301	269	307.43120676402765	683	2735	88.16295157571099	60.95311299000768	89.16218293620291	92.15987701767871	99.63	0.02	Neural Network (Specific Model)	11	0.963	782013	308.15555555555557	1249462	0.3	1305	2	782013	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2211	1477755	29.2	2	1460105	17650	1460105	1541	282	307.48734587929914	641	2629	87.47566515249838	58.40363400389358	88.51395197923426	91.88838416612589	99.98	0.13	Neural Network (Specific Model)	11	0.964	1460105	308.2284789644013	1477755	0.29	1545	2	1460105	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2215	1224130	29.5	10	176987	18315	234220	1283	270	305.21434138737334	676.8999999999999	1617	88.15276695245518	61.262665627435695	89.32190179267342	92.43959469992205	99.22	0.02	Neural Network (Specific Model)	11	0.964	176987	305.5437645236251	1224130	0.29	1291	10	234220	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2226	1193257	29.41	2	659910	533347	659910	1257	270	304.9793158313445	678.6000000000001	1642	87.98727128082736	61.177406523468584	89.33969769291966	92.36276849642005	99.8	0.02	Neural Network (Specific Model)	11	0.965	659910	305.39651070578907	1193257	0.29	1261	2	659910	None	High completeness	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2250	1330391	29.14	1	1330391	1330391	1330391	1398	279	306.2353361945637	646.7499999999993	1501	89.05579399141631	61.587982832618025	90.77253218884121	93.56223175965665	99.87	0.15	Neural Network (Specific Model)	11	0.966	1330391	306.8515346181299	1330391	0.29	1401	1	1330391	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2304	1006776	30.72	317	4192	1000	15142	978	235	268.2750511247444	594	1390	86.80981595092024	58.282208588957054	86.70756646216769	89.87730061349694	81.32	0.15	Neural Network (Specific Model)	11	0.968	4192	268.80924855491327	1006776	0.31	1211	317	15142	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
