genome	Clade1	type	Subclade	Family	Genus	Species	original_Subclade	original_Subgroup	original_Family	original_Genus	original_Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_SAR11_165_crown_node	Subclade_SAR11_165_crown_node	Genus_SAR11_165_crown_node	Family_SAR11_165_crown_support	Subclade_SAR11_165_crown_support	Genus_SAR11_165_crown_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
HIMB1483	I	isolate	Ia.4.N1	Pelagibacteraceae	Alipelagibacter	loemeaikii	Ia.4.N1	Ia.4.N1	Pelagibacteraceae	Alipelagibacter	loemeaikii	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-359-D09	I	SAG	Ia.4.N4	Pelagibacteraceae	Punctipelagibacter	variabilis	Ia.4.N4	Ia.4.N4	Pelagibacteraceae	Punctipelagibacter	variabilis	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-321-L23	I	SAG	Ia.4.N4	Pelagibacteraceae	Punctipelagibacter	NA	Ia.4.N4	Ia.4.N4	Pelagibacteraceae	Punctipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-321-P04	I	SAG	Ia.4.N4	Pelagibacteraceae	Punctipelagibacter	NA	Ia.4.N4	Ia.4.N4	Pelagibacteraceae	Punctipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-896-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	802	NA	NA	1	NA	NA	NA	NA	NA
AG-390-E04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	802	NA	NA	1	NA	NA	NA	NA	NA
AH-287-E08	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	802	NA	NA	1	NA	NA	NA	NA	NA
AG-422-C13	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	802	NA	NA	1	NA	NA	NA	NA	NA
AG-337-D17	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-897-G15	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RS39	I	isolate	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-F10	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-907-C04	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-896-L20	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-A16	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-J05	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	732	732	732	1	1	1	NA	NA	NA
AG-893-I20	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	735	735	735	1	1	1	NA	NA	NA
AG-899-J23	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1436	I	isolate	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	marisrubii	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	marisrubii	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-G08	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-359-G22	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	737	737	737	1	1	1	NA	NA	NA
AG-447-P22	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-D09	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-910-B05	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-K14	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-911-E04	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	723	723	723	1	1	1	NA	NA	NA
HIMB2226	I	isolate	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-B22	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	717	NA	NA	1	NA	NA	NA	NA	NA
AG-919-O02	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-J18	I	SAG	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2187	I	isolate	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Ia.4.N5	Ia.4.N5	Pelagibacteraceae	Tantillipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-A21	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	717	NA	NA	1	NA	NA	NA	NA	NA
AG-895-K10	I	SAG	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	wilhelmii	Ia.4.N6	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	wilhelmii	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-M07	I	SAG	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	NA	Ia.4.N6	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-905-A07	I	SAG	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	NA	Ia.4.N6	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-F03	I	SAG	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	NA	Ia.4.N6	Ia.4.N6	Pelagibacteraceae	Colligatipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BACL5_MAG-120820-bin39	I	MAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	553	NA	NA	1	NA	NA	NA	NA	NA
BACL5_MAG-121015-bin10	I	MAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	553	NA	NA	1	NA	NA	NA	NA	NA
Baikal-G1	I	MAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	553	NA	NA	1	NA	NA	NA	NA	NA
AG-899-B09	I	SAG	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-D19	I	SAG	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	949	949	949	1	1	1	NA	NA	NA
AG-917-E05	I	SAG	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-G15	I	SAG	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-D09	I	SAG	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	949	949	949	1	1	1	NA	NA	NA
RS40	I	isolate	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-O09	I	SAG	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2305	I	isolate	Ib.1	Pelagibacteraceae	Superipelagibacter	microcenae	Ib.1	Ib.1	Pelagibacteraceae	Superipelagibacter	microcenae	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-324-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	898	NA	NA	0.99	NA	NA	NA	NA	NA
AG-337-D16	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-N03	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-900-I13	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-D03	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-918-G22	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-F15	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-F15	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-896-G07	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	ANI>=95% and AAI>=95% with AG-894-F15	ANI>=95% and AAI>=95% with AG-894-F15	ANI>=95% and AAI>=95% with AG-894-F15	ANI>=95% and AAI>=95% with AG-894-F15	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	NA	NA	NA	NA	NA	NA	AG-894-F15	99.19665	99.52
GOM-A1	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-N09	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-893-J08	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-M22	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-900-G16	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-L20	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	925	925	925	1	1	1	NA	NA	NA
AG-900-I19	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-A03	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-359-G17	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-M19	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-B06	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-C11	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-897-O16	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-O04	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-913-G10	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-918-E02	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-N07	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-A14	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-898-G21	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	splendidus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-F14	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-I02	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
