genome	rank	taxon	parent_taxon	crown_node	crown_support	crown_descendants	target_seeds	primary_seeds	assignment_confidence	decision
HIMB1835	Subclade	Ia.4.II	Pelagibacteraceae	790	1	2	2	2	topology_high	topology_high
HIMB1838	Subclade	Ia.4.II	Pelagibacteraceae	798	1	2	2	2	topology_high	topology_high
HIMB2187	Subclade	Ia.4.N5	Pelagibacteraceae	743	1	2	2	2	topology_high	topology_high
HIMB2200	Subclade	Ia.4.II	Pelagibacteraceae	788	1	4	4	4	topology_high	topology_high
HIMB2201	Subclade	Ia.3.V	Pelagibacteraceae	590	0.99	2	2	2	topology_high	topology_high
HIMB2204	Subclade	Ia.4.II	Pelagibacteraceae	801	1	2	2	2	topology_high	topology_high
HIMB2211	Subclade	Ia.3.VI	Pelagibacteraceae	627	1	2	2	2	topology_high	topology_high
HIMB2226	Subclade	Ia.4.N5	Pelagibacteraceae	723	1	19	15	15	topology_high	topology_high
HIMB2250	Subclade	Ia.3.V	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
HIMB2304	Subclade	Ia.3.V	Pelagibacteraceae	597	0.99	2	2	2	topology_high	topology_high
HIMB2305	Subclade	Ib.1	Pelagibacteraceae	946	1	8	6	6	topology_high	topology_high
HIMB4	Subclade	Ia.3.III	Pelagibacteraceae	715	1	2	2	2	topology_high	topology_high
HIMB5	Subclade	Ia.3.II	Pelagibacteraceae	819	1	2	2	2	topology_high	topology_high
HTCC1002	Subclade	Ia.1.I	Pelagibacteraceae	834	1	3	3	3	topology_high	topology_high
HTCC1013	Subclade	Ia.1.I	Pelagibacteraceae	835	1	2	2	2	topology_high	topology_high
HTCC1016	Subclade	Ia.1.I	Pelagibacteraceae	833	1	4	4	4	topology_high	topology_high
HTCC1040	Subclade	Ia.1.I	Pelagibacteraceae	832	1	5	5	5	topology_high	topology_high
HTCC1062	Subclade	Ia.1.I	Pelagibacteraceae	835	1	2	2	2	topology_high	topology_high
HTCC7211	Subclade	Ia.3.I	Pelagibacteraceae	703	1	2	2	2	topology_high	topology_high
HTCC7214	Subclade	Ia.3.I	Pelagibacteraceae	702	1	3	3	3	topology_high	topology_high
HTCC7217	Subclade	Ia.3.I	Pelagibacteraceae	703	1	2	2	2	topology_high	topology_high
HTCC8051	Subclade	Ia.3.IV	Pelagibacteraceae	697	1	5	3	3	topology_high	topology_high
HTCC9022	Subclade	Ia.3.IV	Pelagibacteraceae	696	1	6	4	4	topology_high	topology_high
HTCC9565	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
IMCC9063	Subclade	IIIa.3	Fontibacteriaceae	1053	1	2	2	2	topology_high	topology_high
LSUCC0261	Subclade	IIIa.3	Fontibacteriaceae	1053	1	2	2	2	topology_high	topology_high
LSUCC0664	Subclade	IIIa.1	Fontibacteriaceae	1045	1	9	4	4	topology_high	topology_high
LSUCC0723	Subclade	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	topology_high	topology_high
ME-17	Subclade	IIIb.8	Fontibacteriaceae	1058	0.99	2	2	2	topology_high	topology_high
ME-18	Subclade	IIIb.8	Fontibacteriaceae	1059	1	2	2	2	topology_high	topology_high
ME-20	Subclade	IIIb.8	Fontibacteriaceae	1059	1	2	2	2	topology_high	topology_high
ME-31	Subclade	IIIb.8	Fontibacteriaceae	1058	0.99	2	2	2	topology_high	topology_high
ME-33	Subclade	IIIb.8	Fontibacteriaceae	1057	0.99	3	3	3	topology_high	topology_high
MED-G40	Subclade	II	Cosmipelagibacteraceae	987	1	52	36	36	topology_high	topology_high
MED1116	Subclade	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	topology_high	topology_high
MKE-138	Subclade	IIIb.9	Fontibacteriaceae	1060	1	2	2	2	topology_high	topology_high
MiE-29	Subclade	IIIb.9	Fontibacteriaceae	1060	1	2	2	2	topology_high	topology_high
NP1	Subclade	Ia.1.I	Pelagibacteraceae	831	1	6	6	6	topology_high	topology_high
RIS-SAG-41	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
RS39	Subclade	Ia.4.N5	Pelagibacteraceae	729	1	3	3	3	topology_high	topology_high
RS40	Subclade	Ib.1	Pelagibacteraceae	948	1	5	3	3	topology_high	topology_high
SAG-MED05	Subclade	II	Cosmipelagibacteraceae	1023	1	2	2	2	topology_high	topology_high
SAG-MED06	Subclade	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	topology_high	topology_high
SAG-MED08	Subclade	Ia.3.VII	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
SAG-MED11	Subclade	Ia.4.N2	Pelagibacteraceae	752	1	2	2	2	topology_high	topology_high
SAG-MED22	Subclade	Ia.3.VII	Pelagibacteraceae	689	1	5	3	3	topology_high	topology_high
SAG-MED28	Subclade	II	Cosmipelagibacteraceae	1002	1	2	2	2	topology_high	topology_high
SAG-MED50	Subclade	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	topology_high	topology_high
SP27	Subclade	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	topology_high	topology_high
Uisw_090	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_092	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_094	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_099_02	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_101	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_104	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_106	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_113	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_114	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_116	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_121	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_127	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_130	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_136	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_137	Subclade	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
AAA795-A20	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-313-A04	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	993	1	3	3	3	topology_high	topology_high
AG-325-E08	Genus	Pantolocipelagibacter	Pelagibacteraceae	752	1	2	2	2	topology_high	topology_high
AG-325-E13	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1020	1	5	3	3	topology_high	topology_high
AG-325-E20	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1025	1	5	3	3	topology_high	topology_high
AG-337-C09	Genus	Stellipelagibacter	Pelagibacteraceae	877	1	12	7	7	topology_high	topology_high
AG-337-C19	Genus	Fusipelagibacter	Pelagibacteraceae	957	1	3	2	2	topology_high	topology_high
AG-337-D16	Genus	Copipelagibacter	Pelagibacteraceae	908	0.99	2	2	2	topology_high	topology_high
AG-337-D17	Genus	Tantillipelagibacter	Pelagibacteraceae	728	1	4	4	4	topology_high	topology_high
AG-337-E15	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1006	0.98	8	5	5	topology_high	topology_high
AG-337-G04	Genus	Stellipelagibacter	Pelagibacteraceae	880	0.98	9	6	6	topology_high	topology_high
AG-337-G11	Genus	Proventipelagibacter	Pelagibacteraceae	768	1	10	8	8	topology_high	topology_high
AG-343-E17	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1034	1	2	2	2	topology_high	topology_high
AG-349-I05	Genus	Rubripelagibacter	Pelagibacteraceae	860	1	5	3	3	topology_high	topology_high
AG-349-L17	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-349-O05	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-359-B05	Genus	Copipelagibacter	Pelagibacteraceae	941	1	2	2	2	topology_high	topology_high
AG-359-C09	Genus	Angustipelagibacter	Pelagibacteraceae	666	1	12	12	9	topology_high	topology_high
AG-359-D09	Genus	Punctipelagibacter	Pelagibacteraceae	805	1	3	3	3	topology_high	topology_high
AG-359-G17	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-359-G22	Genus	Tantillipelagibacter	Pelagibacteraceae	737	1	4	3	3	topology_high	topology_high
AG-359-M21	Genus	Angustipelagibacter	Pelagibacteraceae	670	1	2	2	2	topology_high	topology_high
AG-359-O11	Genus	Copipelagibacter	Pelagibacteraceae	944	1	2	2	2	topology_high	topology_high
AG-365-B19	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1032	0.99	7	4	4	topology_high	topology_high
AG-390-C17	Genus	Undatipelagibacter	Pelagibacteraceae	612	0.99	3	2	2	topology_high	topology_high
AG-390-C22	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1020	1	5	3	3	topology_high	topology_high
AG-390-D02	Genus	Pantolocipelagibacter	Pelagibacteraceae	749	1	7	4	4	topology_high	topology_high
AG-390-D15	Genus	Pantolocipelagibacter	Pelagibacteraceae	754	0.99	2	2	2	topology_high	topology_high
AG-390-G11	Genus	Accedentipelagibacter	Pelagibacteraceae	698	1	4	2	2	topology_high	topology_high
AG-390-G23	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-390-I15	Genus	Angustipelagibacter	Pelagibacteraceae	690	0.98	4	2	2	topology_high	topology_high
AG-390-J13	Genus	Pantolocipelagibacter	Pelagibacteraceae	749	1	7	4	4	topology_high	topology_high
AG-390-J21	Genus	Lacunipelagibacter	Pelagibacteraceae	782	0.99	3	2	2	topology_high	topology_high
AG-390-L03	Genus	Accedentipelagibacter	Pelagibacteraceae	698	1	4	2	2	topology_high	topology_high
AG-390-M02	Genus	Pantolocipelagibacter	Pelagibacteraceae	749	1	7	4	4	topology_high	topology_high
AG-390-M14	Genus	Xanthinipelagibacter	Pelagibacteraceae	579	1	2	2	2	topology_high	topology_high
AG-390-M15	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1023	1	2	2	2	topology_high	topology_high
AG-404-P13	Genus	Stellipelagibacter	Pelagibacteraceae	877	1	12	7	7	topology_high	topology_high
AG-410-O02	Genus	Xanthinipelagibacter	Pelagibacteraceae	601	0.99	2	2	2	topology_high	topology_high
AG-414-B15	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1034	1	2	2	2	topology_high	topology_high
AG-414-O09	Genus	Stellipelagibacter	Pelagibacteraceae	883	1	4	3	3	topology_high	topology_high
AG-414-O11	Genus	Angustipelagibacter	Pelagibacteraceae	676	0.99	2	2	1	topology_high	topology_high
AG-422-A21	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1036	0.99	3	2	2	topology_high	topology_high
AG-422-B22	Genus	Xanthinipelagibacter	Pelagibacteraceae	602	1	3	3	3	topology_high	topology_high
AG-422-C20	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-422-D23	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-422-E09	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-422-F15	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	998	1	2	2	2	topology_high	topology_high
AG-422-G03	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-422-K17	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1006	0.98	8	5	5	topology_high	topology_high
AG-422-L15	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1027	1	3	2	2	topology_high	topology_high
AG-426-D09	Genus	Tantillipelagibacter	Pelagibacteraceae	739	1	2	2	2	topology_high	topology_high
AG-426-E13	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-426-E17	Genus	Extensipelagibacter	Pelagibacteraceae	970	1	3	3	2	topology_high	topology_high
AG-426-I15	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1036	0.99	3	2	2	topology_high	topology_high
AG-426-M05	Genus	Xanthinipelagibacter	Pelagibacteraceae	601	0.99	2	2	2	topology_high	topology_high
AG-426-M19	Genus	Copipelagibacter	Pelagibacteraceae	915	1	2	2	2	topology_high	topology_high
AG-426-O05	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1036	0.99	3	2	2	topology_high	topology_high
AG-430-E20	Genus	Angustipelagibacter	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
AG-430-F03	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1031	0.99	8	5	5	topology_high	topology_high
AG-430-F16	Genus	Amplipelagibacter	Pelagibacteraceae	983	1	2	2	2	topology_high	topology_high
AG-430-I18	Genus	Rubripelagibacter	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AG-430-J04	Genus	Amplipelagibacter	Pelagibacteraceae	980	1	7	5	5	topology_high	topology_high
AG-439-C08	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1032	0.99	7	4	4	topology_high	topology_high
AG-447-C08	Genus	Xanthinipelagibacter	Pelagibacteraceae	573	0.96	2	2	2	topology_high	topology_high
AG-447-E19	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-447-F10	Genus	Tantillipelagibacter	Pelagibacteraceae	733	1	2	2	2	topology_high	topology_high
AG-447-K11	Genus	Undatipelagibacter	Pelagibacteraceae	612	0.99	3	2	2	topology_high	topology_high
AG-447-L03	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-447-L10	Genus	Xanthinipelagibacter	Pelagibacteraceae	599	0.99	7	6	6	topology_high	topology_high
AG-447-M05	Genus	Atlantikopelagibacter	Pelagibacteraceae	701	1	4	4	4	topology_high	topology_high
AG-447-M10	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-447-N18	Genus	Lacunipelagibacter	Pelagibacteraceae	784	0.98	4	4	4	topology_high	topology_high
AG-447-P03	Genus	Xanthinipelagibacter	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-447-P22	Genus	Tantillipelagibacter	Pelagibacteraceae	737	1	4	3	3	topology_high	topology_high
AG-453-G04	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1001	1	2	2	2	topology_high	topology_high
AG-453-K22	Genus	Amplipelagibacter	Pelagibacteraceae	980	1	7	5	5	topology_high	topology_high
AG-457-B14	Genus	Angustipelagibacter	Pelagibacteraceae	690	0.98	4	2	2	topology_high	topology_high
AG-461-E04	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1020	1	5	3	3	topology_high	topology_high
AG-461-L09	Genus	Stellipelagibacter	Pelagibacteraceae	887	1	2	2	2	topology_high	topology_high
AG-461-M18	Genus	Medipelagibacter	Pelagibacteraceae	972	1	9	7	7	topology_high	topology_high
AG-470-D02	Genus	Angustipelagibacter	Pelagibacteraceae	690	0.98	4	2	2	topology_high	topology_high
AG-891-A05	Genus	Xanthinipelagibacter	Pelagibacteraceae	603	1	2	2	2	topology_high	topology_high
AG-891-C15	Genus	Lacunipelagibacter	Pelagibacteraceae	797	1	2	2	2	topology_high	topology_high
AG-891-E06	Genus	Extensipelagibacter	Pelagibacteraceae	971	1	2	2	1	topology_high	topology_high
AG-891-G02	Genus	Undatipelagibacter	Pelagibacteraceae	612	0.99	3	2	2	topology_high	topology_high
AG-891-I18	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-891-J07	Genus	Angustipelagibacter	Pelagibacteraceae	690	0.98	4	2	2	topology_high	topology_high
AG-891-N03	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-891-O15	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1002	1	2	2	2	topology_high	topology_high
AG-892-A22	Genus	Xanthinipelagibacter	Pelagibacteraceae	598	1	2	2	2	topology_high	topology_high
AG-892-B11	Genus	Copipelagibacter	Pelagibacteraceae	941	1	2	2	2	topology_high	topology_high
AG-892-E08	Genus	Angustipelagibacter	Pelagibacteraceae	678	1	2	2	1	topology_high	topology_high
AG-892-F02	Genus	Xanthinipelagibacter	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-892-F15	Genus	Copipelagibacter	Pelagibacteraceae	910	0.99	3	3	3	topology_high	topology_high
AG-892-J03	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-892-K05	Genus	Proventipelagibacter	Pelagibacteraceae	774	1	2	2	2	topology_high	topology_high
AG-892-L17	Genus	Xanthinipelagibacter	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-893-F11	Genus	Proventipelagibacter	Pelagibacteraceae	770	1	8	7	7	topology_high	topology_high
AG-893-I20	Genus	Tantillipelagibacter	Pelagibacteraceae	735	1	3	2	2	topology_high	topology_high
AG-893-J08	Genus	Copipelagibacter	Pelagibacteraceae	900	1	45	31	30	topology_high	topology_high
AG-893-K09	Genus	Medipelagibacter	Pelagibacteraceae	975	1	2	2	2	topology_high	topology_high
AG-893-L07	Genus	Stellipelagibacter	Pelagibacteraceae	885	1	2	2	2	topology_high	topology_high
AG-893-L13	Genus	Fusipelagibacter	Pelagibacteraceae	959	1	2	2	2	topology_high	topology_high
AG-893-M22	Genus	Copipelagibacter	Pelagibacteraceae	925	1	3	2	2	topology_high	topology_high
AG-893-N07	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-893-P02	Genus	Fusipelagibacter	Pelagibacteraceae	957	1	3	2	2	topology_high	topology_high
AG-894-A03	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-894-B06	Genus	Copipelagibacter	Pelagibacteraceae	916	1	2	2	2	topology_high	topology_high
AG-894-B07	Genus	Lacunipelagibacter	Pelagibacteraceae	795	1	5	5	5	topology_high	topology_high
AG-894-C14	Genus	Angustipelagibacter	Pelagibacteraceae	685	1	3	3	3	topology_high	topology_high
AG-894-E10	Genus	Copipelagibacter	Pelagibacteraceae	940	1	3	3	3	topology_high	topology_high
AG-894-F15	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-894-K14	Genus	Tantillipelagibacter	Pelagibacteraceae	730	1	2	2	2	topology_high	topology_high
AG-894-K15	Genus	Proventipelagibacter	Pelagibacteraceae	768	1	10	8	8	topology_high	topology_high
AG-894-L13	Genus	Proventipelagibacter	Pelagibacteraceae	776	1	2	2	2	topology_high	topology_high
AG-894-L17	Genus	Stellipelagibacter	Pelagibacteraceae	887	1	2	2	2	topology_high	topology_high
AG-894-L19	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-894-O09	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-894-P23	Genus	Xanthinipelagibacter	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-895-F17	Genus	Xanthinipelagibacter	Pelagibacteraceae	579	1	2	2	2	topology_high	topology_high
AG-895-J19	Genus	Proventipelagibacter	Pelagibacteraceae	776	1	2	2	2	topology_high	topology_high
AG-895-K10	Genus	Colligatipelagibacter	Pelagibacteraceae	761	1	2	2	2	topology_high	topology_high
AG-896-F06	Genus	Stellipelagibacter	Pelagibacteraceae	881	0.99	8	5	5	topology_high	topology_high
AG-896-G07	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-896-K10	Genus	Lacunipelagibacter	Pelagibacteraceae	797	1	2	2	2	topology_high	topology_high
AG-896-L20	Genus	Tantillipelagibacter	Pelagibacteraceae	735	1	3	2	2	topology_high	topology_high
AG-896-O18	Genus	Xanthinipelagibacter	Pelagibacteraceae	598	1	2	2	2	topology_high	topology_high
AG-897-G09	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-897-G15	Genus	Tantillipelagibacter	Pelagibacteraceae	730	1	2	2	2	topology_high	topology_high
AG-897-O16	Genus	Copipelagibacter	Pelagibacteraceae	908	0.99	2	2	2	topology_high	topology_high
AG-898-C07	Genus	Undatipelagibacter	Pelagibacteraceae	624	0.98	2	2	2	topology_high	topology_high
AG-898-G21	Genus	Copipelagibacter	Pelagibacteraceae	911	1	2	2	2	topology_high	topology_high
AG-899-A06	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-899-B09	Genus	Superipelagibacter	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-899-D19	Genus	Superipelagibacter	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-899-E14	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1013	0.98	7	4	4	topology_high	topology_high
AG-899-G02	Genus	Proventipelagibacter	Pelagibacteraceae	772	1	5	4	4	topology_high	topology_high
AG-899-J02	Genus	Angustipelagibacter	Pelagibacteraceae	662	1	32	30	26	topology_high	topology_high
AG-899-J23	Genus	Tantillipelagibacter	Pelagibacteraceae	727	1	5	5	5	topology_high	topology_high
AG-899-M07	Genus	Colligatipelagibacter	Pelagibacteraceae	762	1	2	2	2	topology_high	topology_high
AG-899-M19	Genus	Fusipelagibacter	Pelagibacteraceae	959	1	2	2	2	topology_high	topology_high
AG-899-N21	Genus	Angustipelagibacter	Pelagibacteraceae	678	1	2	2	1	topology_high	topology_high
AG-899-O04	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-900-G16	Genus	Copipelagibacter	Pelagibacteraceae	925	1	3	2	2	topology_high	topology_high
AG-900-I13	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-900-I19	Genus	Copipelagibacter	Pelagibacteraceae	937	1	2	2	2	topology_high	topology_high
AG-900-K21	Genus	Proventipelagibacter	Pelagibacteraceae	775	1	2	2	2	topology_high	topology_high
AG-901-I21	Genus	Medipelagibacter	Pelagibacteraceae	975	1	2	2	2	topology_high	topology_high
AG-903-C11	Genus	Copipelagibacter	Pelagibacteraceae	916	1	2	2	2	topology_high	topology_high
AG-903-D02	Genus	Angustipelagibacter	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
AG-903-F09	Genus	Lacunipelagibacter	Pelagibacteraceae	782	0.99	3	2	2	topology_high	topology_high
AG-903-K07	Genus	Amplipelagibacter	Pelagibacteraceae	983	1	2	2	2	topology_high	topology_high
AG-903-L07	Genus	Parvipelagibacter	Pelagibacteraceae	893	1	2	2	2	topology_high	topology_high
AG-903-M21	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1019	1	2	2	2	topology_high	topology_high
AG-903-O08	Genus	Lacunipelagibacter	Pelagibacteraceae	789	1	3	3	3	topology_high	topology_high
AG-904-F11	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1027	1	3	2	2	topology_high	topology_high
AG-904-F17	Genus	Angustipelagibacter	Pelagibacteraceae	679	1	2	2	2	topology_high	topology_high
AG-904-K03	Genus	Stellipelagibacter	Pelagibacteraceae	885	1	2	2	2	topology_high	topology_high
AG-905-A07	Genus	Colligatipelagibacter	Pelagibacteraceae	762	1	2	2	2	topology_high	topology_high
AG-905-M05	Genus	Fusipelagibacter	Pelagibacteraceae	957	1	3	2	2	topology_high	topology_high
AG-905-O08	Genus	Parvipelagibacter	Pelagibacteraceae	893	1	2	2	2	topology_high	topology_high
AG-907-C04	Genus	Tantillipelagibacter	Pelagibacteraceae	733	1	2	2	2	topology_high	topology_high
AG-907-E04	Genus	Amplipelagibacter	Pelagibacteraceae	985	1	2	2	2	topology_high	topology_high
AG-907-F09	Genus	Stellipelagibacter	Pelagibacteraceae	877	1	12	7	7	topology_high	topology_high
AG-908-C18	Genus	Xanthinipelagibacter	Pelagibacteraceae	585	1	3	2	2	topology_high	topology_high
AG-908-F18	Genus	Stellipelagibacter	Pelagibacteraceae	883	1	4	3	3	topology_high	topology_high
AG-908-F20	Genus	Proventipelagibacter	Pelagibacteraceae	775	1	2	2	2	topology_high	topology_high
AG-908-L09	Genus	Copipelagibacter	Pelagibacteraceae	942	1	2	2	2	topology_high	topology_high
AG-909-A17	Genus	Medipelagibacter	Pelagibacteraceae	973	1	8	6	6	topology_high	topology_high
AG-909-F14	Genus	Copipelagibacter	Pelagibacteraceae	917	1	2	2	2	topology_high	topology_high
AG-909-G08	Genus	Tantillipelagibacter	Pelagibacteraceae	725	1	13	11	11	topology_high	topology_high
AG-909-J05	Genus	Tantillipelagibacter	Pelagibacteraceae	732	1	6	4	4	topology_high	topology_high
AG-910-B05	Genus	Tantillipelagibacter	Pelagibacteraceae	739	1	2	2	2	topology_high	topology_high
AG-910-G11	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	998	1	2	2	2	topology_high	topology_high
AG-911-E04	Genus	Tantillipelagibacter	Pelagibacteraceae	723	1	19	15	15	topology_high	topology_high
AG-911-G03	Genus	Angustipelagibacter	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-911-G13	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1017	0.98	3	3	3	topology_high	topology_high
AG-911-N14	Genus	Rubripelagibacter	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AG-912-A14	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-912-C08	Genus	Proventipelagibacter	Pelagibacteraceae	774	1	2	2	2	topology_high	topology_high
AG-912-D10	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1024	1	6	4	4	topology_high	topology_high
AG-912-F16	Genus	Angustipelagibacter	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
AG-912-I02	Genus	Copipelagibacter	Pelagibacteraceae	917	1	2	2	2	topology_high	topology_high
AG-912-L11	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-912-P19	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1011	1	2	2	2	topology_high	topology_high
AG-913-A04	Genus	Angustipelagibacter	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-913-C03	Genus	Angustipelagibacter	Pelagibacteraceae	672	1	2	2	2	topology_high	topology_high
AG-913-F03	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-913-G10	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-913-I06	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1006	0.98	8	5	5	topology_high	topology_high
AG-913-I09	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-913-I14	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1013	0.98	7	4	4	topology_high	topology_high
AG-913-L03	Genus	Xanthinipelagibacter	Pelagibacteraceae	599	0.99	7	6	6	topology_high	topology_high
AG-913-M13	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
