Orthogroup	gene_id	Accession_number	db_source	pident	alnlen	qcovhsp	scovhsp	evalue	bitscore
OG0000826	HTCC1002_00229	Q4FLT0	TrEMBL	100	226	100	100	4.6999999999999996e-158	446
OG0000827	HTCC9565_00765	A0ABX1T0H7	TrEMBL	100	61	100	100	1.4000000000000001e-33	118
OG0000828	HTCC9565_00484	A0ABX1T1J8	TrEMBL	100	380	100	100	1.16e-283	776
OG0000829	HTCC9565_00348	A0ABX1T2V4	TrEMBL	100	434	100	100	3e-302	828
OG0000830	NP1_00435	A0A6H1Q2W2	TrEMBL	100	268	100	100	3.6e-192	535
OG0000831	HTCC1062_00684	Q4FMU7	TrEMBL	100	182	100	100	5.489999999999999e-133	379
OG0000832	NP1_01349	A0A6H1Q516	TrEMBL	100	214	100	100	1.11e-141	403
OG0000833	HTCC9565_00041	A0ABX1SYJ9	TrEMBL	100	360	100	100	2.57e-245	677
OG0000834	HTCC1002_01089	Q1V0U9	TrEMBL	100	229	100	100	6.429999999999999e-162	456
OG0000835	HTCC1002_00981	Q1V158	TrEMBL	100	236	100	100	3.6899999999999996e-160	452
OG0000836	HTCC9565_00722	A0ABX1T1W5	TrEMBL	100	613	100	100	0	1155
OG0000837	HTCC1062_01337	Q4FL08	TrEMBL	100	113	100	100	4.44e-74	224
OG0000838	HTCC9565_01141	A0ABX1T327	TrEMBL	100	96	100	100	7.74e-58	182
OG0000839	NP1_00153	A0A6H1Q0H0	TrEMBL	100	128	100	100	7.51e-80	240
OG0000840	HTCC1002_00316	Q1UZ22	TrEMBL	100	400	100	100	2.58e-288	790
OG0000841	HTCC1013_01238	Q4FPK9	TrEMBL	100	225	100	100	6.65e-153	432
OG0000842	HTCC1002_00750	Q1V1T3	TrEMBL	100	432	100	100	2.29e-305	835
OG0000843	NP1_01429	A0A6H1Q4V2	TrEMBL	100	536	100	100	0	1005
OG0000844	HTCC9565_01130	A0ABX1T528	TrEMBL	100	159	100	100	1.8999999999999997e-106	310
OG0000845	HTCC9565_01232	A0ABX1T1X1	TrEMBL	100	593	100	100	0	1066
OG0000846	HTCC9565_00103	A0ABX1SYQ1	TrEMBL	100	215	100	100	1.21e-150	426
OG0000847	NP1_00753	A0A6H1Q2F4	TrEMBL	100	258	100	100	3.0499999999999996e-179	502
OG0000848	NP1_00372	A0A6H1Q2B9	TrEMBL	100	185	100	100	1.1499999999999999e-131	375
OG0000849	NP1_00381	A0A6H1Q170	TrEMBL	100	157	100	100	5.939999999999999e-109	316
OG0000850	HTCC1002_00580	Q1V297	TrEMBL	100	440	100	100	1.1e-305	842
OG0000851	HTCC9565_00806	A0ABX1T455	TrEMBL	100	397	100	100	1.04e-265	732
OG0000852	HTCC1002_00453	A0A6H1Q132	TrEMBL	100	68	100	100	1.78e-39	133
OG0000853	HTCC9565_00031	A0ABX1SZZ9	TrEMBL	100	348	100	100	9.019999999999999e-249	685
OG0000854	HTCC1013_00587	Q4FNS0	TrEMBL	100	144	100	100	5.849999999999999e-87	259
OG0000855	HTCC1002_00821	Q1V1L6	TrEMBL	100	58	100	100	7.48e-30	108
OG0000856	HTCC1002_00443	Q4FMD5	TrEMBL	100	619	100	100	0	1296
OG0000857	HTCC1002_00775	Q1V1Q8	TrEMBL	100	194	100	100	1.6699999999999998e-133	381
OG0000858	NP1_00152	A0A6H1Q1R6	TrEMBL	100	239	100	100	9.09e-167	469
OG0000859	HTCC1002_00033	Q1UZU9	TrEMBL	100	346	100	100	1.4499999999999996e-253	697
OG0000860	NP1_00167	A0A6H1Q0W6	TrEMBL	100	134	100	100	1.0099999999999999e-89	265
OG0000861	HTCC1002_00237	Q4FLT8	TrEMBL	100	366	100	100	1.6300000000000001e-251	694
OG0000862	HTCC9565_00395	A0ABX1T301	TrEMBL	100	156	100	100	1.1999999999999998e-103	302
OG0000863	HTCC1002_00451	Q1V2M7	TrEMBL	100	391	100	100	2.57e-288	789
OG0000864	ETNP2013_S02_SV82_300m_MAG_01_00782	A0A381UZF2	TrEMBL	100	105	100	100	1.0899999999999999e-68	210
OG0000865	HTCC9565_00169	A0ABX1T1W0	TrEMBL	100	107	100	100	1.79e-22	93.6
OG0000866	NP1_00898	A0A6H1Q2K7	TrEMBL	100	128	100	100	2.0700000000000002e-86	256
OG0000867	HTCC9565_01060	A0ABX1T1B1	TrEMBL	100	207	100	100	5.71e-136	388
OG0000868	HTCC1002_00285	Q1UZ52	TrEMBL	100	88	100	100	1.02e-56	178
OG0000869	NP1_00728	A0A6H1Q245	TrEMBL	100	157	100	100	2.2799999999999998e-88	264
OG0000870	NP1_00608	A0A6H1Q1Q0	TrEMBL	100	294	100	100	2.05e-220	609
OG0000871	ARS1_00500	A0A381TVM6	TrEMBL	100	62	100	100	6.12e-33	116
OG0000872	NP1_00170	A0A6H1Q2I4	TrEMBL	100	153	100	100	9.56e-104	302
OG0000873	HTCC1002_00282	Q1UZ54	TrEMBL	100	333	100	100	3.7599999999999995e-238	657
OG0000874	HTCC1002_01232	Q1V0F6	TrEMBL	100	282	100	100	2.3499999999999998e-179	504
OG0000875	HTCC9565_00102	A0ABX1SYQ2	TrEMBL	100	269	100	100	1.6299999999999999e-184	516
OG0000876	HTCC9565_00071	A0ABX1SYM9	TrEMBL	100	136	100	100	1.42e-90	268
OG0000877	HTCC9565_01384	A0ABX1T441	TrEMBL	100	97	100	100	3.13e-62	193
OG0000878	HTCC1002_01140	Q1V0P8	TrEMBL	100	512	100	100	0	957
OG0000879	HTCC9565_01207	A0ABX1T3N6	TrEMBL	100	372	100	100	2.87e-264	726
OG0000880	NP1_00208	A0A6H1Q292	TrEMBL	100	252	100	100	1.2799999999999997e-168	474
OG0000881	HTCC9565_01128	A0ABX1T3F0	TrEMBL	100	197	100	100	1.1299999999999999e-137	392
OG0000882	NP1_00607	A0A6H1Q1F4	TrEMBL	100	688	100	100	0	1339
OG0000883	HTCC1002_00369	Q1V2V7	TrEMBL	100	745	100	100	0	1427
OG0000884	NP1_00207	A0A6H1Q0M8	TrEMBL	100	383	100	100	1.5500000000000002e-269	741
OG0000885	NP1_00192	A0A6H1Q0P9	TrEMBL	100	86	100	100	9.629999999999999e-52	166
OG0000886	HTCC9565_00264	A0ABX1T366	TrEMBL	100	311	100	100	1.7599999999999998e-225	623
OG0000887	HTCC1002_00318	Q1UZ20	TrEMBL	100	875	100	100	0	1766
OG0000888	HTCC1002_00702	Q4FN52	TrEMBL	100	437	100	100	1.29e-293	806
OG0000889	NP1_00035	A0A6H1Q1T0	TrEMBL	100	145	100	100	7.42e-104	302
OG0000890	ETNP2013_S02_SV82_300m_MAG_01_00842	A0A381SXG0	TrEMBL	99.6	231	87.8	100	3.48e-148	422
OG0000891	NP1_00368	A0A6H1Q317	TrEMBL	100	156	100	100	1.4e-120	345
OG0000892	NP1_01033	A0A6H1Q2Y2	TrEMBL	100	587	100	100	0	1169
OG0000893	ETNP2013_S02_SV82_300m_MAG_01_00841	A0A381SVD7	TrEMBL	98.8	244	100	100	5.2199999999999994e-164	462
OG0000894	HTCC1062_01154	Q4FLJ1	TrEMBL	100	396	100	100	3.85e-297	811
OG0000895	HTCC1002_01006	Q1V133	TrEMBL	100	383	100	100	1.79e-284	778
OG0000896	NP1_00200	A0A6H1Q0D4	TrEMBL	100	390	100	100	6.749999999999999e-263	724
OG0000897	HTCC9565_01343	A0ABX1T234	TrEMBL	100	265	100	100	1.4100000000000001e-192	536
OG0000898	HTCC1062_00682	Q4FMU9	TrEMBL	100	255	100	100	2.0099999999999998e-187	522
OG0000899	NP1_00555	A0A6H1Q1K0	TrEMBL	100	392	100	100	6.089999999999999e-292	798
OG0000900	HTCC9565_01223	A0ABX1T4U8	TrEMBL	100	123	100	100	5.1800000000000005e-80	240
OG0000901	NP1_00392	A0A6H1Q0V0	TrEMBL	100	497	100	100	0	916
OG0000902	HTCC1002_00442	Q1V2N6	TrEMBL	100	116	100	100	7.27e-79	236
OG0000903	NP1_01414	A0A6H1Q4B1	TrEMBL	100	539	100	100	0	1117
OG0000904	HTCC1002_00329	Q1UZ11	TrEMBL	100	463	100	100	0	877
OG0000905	ME-18_00899	A0A845S8V4	TrEMBL	100	72	100	100	1.2499999999999998e-43	144
OG0000906	HTCC1002_00612	Q4FMW5	TrEMBL	100	204	100	100	1.7e-131	377
OG0000907	HTCC9565_00072	A0ABX1SYM4	TrEMBL	100	161	100	100	3.67e-105	306
OG0000908	NP1_00202	A0A6H1Q2L6	TrEMBL	100	259	100	100	9.94e-190	528
OG0000909	HTCC9565_00784	A0ABX1T3J6	TrEMBL	100	299	100	100	2.08e-202	564
OG0000910	HTCC1002_00578	Q4FMS3	TrEMBL	100	309	100	100	5.8999999999999996e-223	617
OG0000911	HTCC1002_00472	Q1V2K5	TrEMBL	100	370	100	100	5.79e-263	723
OG0000912	HTCC9565_00525	A0ABX1T3W0	TrEMBL	100	258	100	100	2.5299999999999997e-187	522
OG0000913	HTCC1002_00480	Q1V2J7	TrEMBL	100	428	100	100	2.1300000000000002e-305	843
OG0000914	HTCC1002_00796	Q4FNE0	TrEMBL	100	70	100	100	7.93e-46	149
OG0000915	HTCC9565_00780	A0ABX1T0I8	TrEMBL	100	173	100	100	4.54e-114	330
OG0000916	HTCC1002_00555	Q1V2C2	TrEMBL	100	359	100	100	4.29e-248	684
OG0000917	HTCC1002_01332	Q1V059	TrEMBL	100	482	100	100	0	947
OG0000918	HTCC9565_00734	A0ABX1T0E8	TrEMBL	100	102	100	100	5.27e-61	190
OG0000919	HTCC9565_00057	A0ABX1SYK9	TrEMBL	100	431	100	100	0	875
OG0000920	HTCC1002_00455	Q4FME7	TrEMBL	100	48	100	100	2.66e-19	81.3
OG0000921	HTCC1002_00012	Q1UZW9	TrEMBL	100	352	100	100	9.85e-255	701
OG0000922	HTCC1062_00865	Q4FMB6	TrEMBL	100	196	100	100	2.44e-127	365
OG0000923	HTCC9565_00751	A0ABX1T0G6	TrEMBL	100	510	100	100	0	926
OG0000924	HTCC1002_01398	Q1UZZ1	TrEMBL	100	145	100	100	3.8200000000000003e-97	285
OG0000925	HTCC9565_01174	A0ABX1T4Q4	TrEMBL	100	312	100	100	2.7899999999999996e-218	605
OG0000926	ETNP2013_S02_SV82_300m_MAG_01_00638	A0A382M5X0	TrEMBL	100	126	100	100	5.32e-88	260
OG0000927	Uisw_090_00391	A0A382TXG6	TrEMBL	92.5	53	19.1	100	1.48e-28	113
OG0000928	HTCC1002_01302	Q1V089	TrEMBL	100	246	100	100	1.19e-170	479
OG0000929	HTCC1002_00231	Q1UZA3	TrEMBL	100	213	100	100	1.6599999999999998e-156	441
OG0000930	NP1_00273	A0A6H1Q2F1	TrEMBL	100	473	100	100	0	895
OG0000931	HTCC1002_01191	Q4FPH5	TrEMBL	100	84	100	100	6.14e-45	148
OG0000932	NP1_00509	A0A6H1Q2Q4	TrEMBL	100	378	100	100	2.72e-256	707
OG0000933	HTCC1002_00605	Q4FMV2	Swiss-Prot	100	126	100	100	3.75e-84	244
OG0000934	HTCC9565_00068	A0ABX1SYM3	TrEMBL	100	301	100	100	1.59e-207	577
OG0000935	HTCC9565_00870	A0ABX1T2P0	TrEMBL	100	561	100	100	0	1117
OG0000936	HTCC9565_00011	A0ABX1SYD8	TrEMBL	100	317	100	100	1.28e-221	614
OG0000937	NP1_00586	A0A6H1Q1N0	TrEMBL	100	308	100	100	2.1299999999999997e-220	610
OG0000938	NP1_01336	A0A6H1Q3R9	TrEMBL	100	373	100	100	7.83e-283	773
OG0000939	NP1_00289	A0A6H1Q2U3	TrEMBL	100	220	100	100	7.62e-136	389
OG0000940	HTCC1040_00525	Q4FMV3	TrEMBL	100	368	100	100	3.4899999999999996e-263	723
OG0000941	HTCC1002_00372	Q1V2V4	TrEMBL	100	225	100	100	1.5199999999999998e-158	447
OG0000942	HTCC1002_01150	Q1V0N8	TrEMBL	100	178	100	100	1.1999999999999998e-125	360
OG0000943	HTCC9565_00066	A0ABX1T242	TrEMBL	100	371	100	100	1.86e-289	790
OG0000944	HTCC9565_00024	A0ABX1T0D0	TrEMBL	100	181	100	100	4.48e-118	341
OG0000945	HTCC1002_01401	Q1UZY8	TrEMBL	100	65	100	100	7.14e-40	134
OG0000946	HTCC1062_01264	Q4FL82	TrEMBL	100	249	100	100	1.38e-166	469
OG0000947	HTCC9565_00022	A0ABX1SYH9	TrEMBL	100	242	100	100	1.4099999999999996e-176	494
OG0000948	HTCC9565_01135	A0ABX1T1L2	TrEMBL	100	155	100	100	2.8399999999999994e-106	309
OG0000949	HTCC1002_00235	Q1UZ99	TrEMBL	100	366	100	100	6.73e-260	715
OG0000950	NP1_00361	A0A6H1Q0S0	TrEMBL	100	94	100	100	2.51e-62	193
OG0000951	HTCC1002_01403	Q1UZY6	TrEMBL	100	166	100	100	2.29e-115	333
OG0000952	HTCC1013_00262	Q4FMV7	TrEMBL	100	257	100	97	8.65e-185	516
OG0000953	HTCC9565_00581	A0ABX1T020	TrEMBL	100	133	100	100	2.12e-86	257
OG0000954	HTCC1062_00166	Q4FPA1	TrEMBL	100	215	100	100	1.0699999999999998e-144	411
OG0000955	HTCC9565_00364	A0ABX1T1X0	TrEMBL	100	67	100	100	2.1200000000000002e-33	118
OG0000956	HTCC9565_00852	A0ABX1T4A2	TrEMBL	100	284	100	100	3.08e-146	421
OG0000957	HTCC1062_00680	Q4FMV1	Swiss-Prot	100	952	100	100	0	1914
OG0000958	HTCC1002_01320	Q1V071	TrEMBL	100	248	100	100	3.0499999999999994e-174	488
OG0000959	HTCC9565_01328	A0ABX1T548	TrEMBL	100	356	100	100	7.57e-261	716
OG0000960	HTCC9565_01175	A0ABX1T3K9	TrEMBL	100	203	100	100	1.03e-136	390
OG0000961	NP1_00402	A0A6H1Q0W0	TrEMBL	100	303	100	100	1.3699999999999998e-209	582
OG0000962	HTCC9565_00502	A0ABX1SZU1	TrEMBL	100	383	100	100	6.99e-282	772
OG0000963	HTCC9565_01214	A0ABX1T1V8	TrEMBL	100	147	100	100	2.78e-100	293
OG0000964	HTCC9565_01212	A0ABX1T3M9	TrEMBL	100	267	100	100	2.5499999999999995e-171	483
OG0000965	HTCC1002_00412	Q1V2R7	TrEMBL	100	213	100	100	6.99e-149	421
OG0000966	HTCC9565_00020	A0ABX1T111	TrEMBL	100	142	100	100	2.15e-97	285
OG0000967	HTCC1062_00676	Q4FMV5	TrEMBL	100	317	100	100	6.1699999999999986e-229	632
OG0000968	HTCC1016_01254	Q4FL13	TrEMBL	100	145	100	100	1.4399999999999997e-110	319
OG0000969	HTCC1002_00214	Q1UZB9	TrEMBL	100	187	100	100	6.1e-128	366
OG0000970	NP1_00242	A0A6H1Q0H4	TrEMBL	100	251	100	100	1.0299999999999999e-178	500
OG0000971	HTCC1002_01321	Q1V070	TrEMBL	100	388	100	100	8.98e-292	797
OG0000972	NP1_00071	A0A6H1Q0A7	TrEMBL	100	259	100	100	1.68e-172	485
OG0000973	NP1_00258	A0A6H1Q1N5	TrEMBL	100	469	100	100	3.42e-296	815
OG0000974	NP1_00551	A0A6H1Q1J5	TrEMBL	100	367	100	100	8.720000000000001e-277	758
OG0000975	HTCC1002_00476	Q1V2K1	TrEMBL	100	637	100	100	0	1231
OG0000976	HTCC9565_00603	A0ABX1T342	TrEMBL	100	470	100	100	0	918
OG0000977	NP1_00457	A0A6H1Q2Z0	TrEMBL	100	391	100	100	8.689999999999999e-296	808
OG0000978	HTCC9565_01325	A0ABX1T259	TrEMBL	100	286	100	100	1.1599999999999999e-197	551
OG0000979	HTCC1002_00035	Q4FLC3	TrEMBL	100	230	100	100	2.05e-154	437
OG0000980	NP1_00563	A0A6H1Q385	TrEMBL	100	228	100	100	4.93e-170	476
OG0000981	HTCC9565_01329	A0ABX1T628	TrEMBL	100	290	100	100	1.4899999999999998e-211	586
OG0000982	NP1_00420	A0A6H1Q238	TrEMBL	100	138	100	100	3.47e-92	272
OG0000983	HTCC9565_00299	A0ABX1T291	TrEMBL	100	236	100	100	1.4599999999999998e-166	468
OG0000984	HTCC1002_00598	Q1V279	TrEMBL	100	155	100	100	6.389999999999999e-94	278
OG0000985	HTCC1002_01118	Q1V0S0	TrEMBL	100	608	100	100	0	1168
OG0000986	HTCC1002_01028	Q1V111	TrEMBL	100	122	91	91	1.31e-76	232
OG0000987	NP1_00336	A0A6H1Q0Q0	TrEMBL	100	441	100	100	1.2399999999999999e-293	806
OG0000988	HTCC9565_01347	A0ABX1T3M0	TrEMBL	100	387	100	100	3.2900000000000003e-273	750
OG0000989	HTCC1002_00370	Q1V2V6	TrEMBL	100	398	100	100	3.35e-283	776
OG0000990	NP1_00324	A0A6H1Q2X8	TrEMBL	100	82	100	100	3.8499999999999997e-56	176
OG0000991	HTCC9565_00604	A0ABX1T1W9	TrEMBL	100	439	100	100	5.26e-305	848
OG0000992	HTCC1013_00841	Q4FLY6	TrEMBL	100	293	100	100	2.0199999999999997e-206	573
OG0000993	HTCC9565_00961	A0ABX1T2X9	TrEMBL	100	313	100	100	7.089999999999999e-217	602
OG0000994	HTCC1002_00417	Q1V2R2	TrEMBL	100	219	100	100	2.01e-160	451
OG0000995	HTCC9565_00059	A0ABX1T1J6	TrEMBL	100	286	100	100	9.76e-190	531
OG0000996	HTCC1002_00446	Q1V2N2	TrEMBL	100	144	100	100	3.4099999999999994e-104	303
OG0000997	HTCC1002_01336	Q1V055	TrEMBL	100	396	100	100	4.620000000000001e-289	791
OG0000998	HTCC1002_00990	Q1V149	TrEMBL	100	152	100	100	2.6299999999999997e-96	283
OG0000999	NP1_01355	A0A6H1Q5T5	TrEMBL	100	380	100	100	8.08e-275	754
OG0001000	HTCC1002_01344	Q4FL15	TrEMBL	100	139	100	100	8.159999999999999e-96	281
OG0001001	NP1_01148	A0A6H1Q358	TrEMBL	100	217	100	100	9.189999999999999e-156	439
OG0001002	HTCC9565_00601	A0ABX1T1J7	TrEMBL	100	182	100	100	2.1199999999999996e-96	286
OG0001003	HTCC1002_00520	Q1V2F7	TrEMBL	100	576	100	100	0	1067
OG0001004	HTCC1002_00790	Q1V1P3	TrEMBL	100	365	100	100	1.0299999999999998e-226	631
OG0001005	NP1_00234	A0A6H1Q2P3	TrEMBL	100	87	100	100	2.09e-51	165
OG0001006	NP1_00475	A0A6H1Q2M4	TrEMBL	100	159	100	100	1.1e-105	308
OG0001007	NP1_00427	A0A6H1Q0Y9	TrEMBL	100	106	100	100	1.73e-70	214
OG0001008	HTCC9565_00036	A0ABX1T210	TrEMBL	100	248	100	100	9.499999999999999e-178	497
OG0001009	NP1_00302	A0A6H1Q1S8	TrEMBL	100	187	100	100	1.68e-125	360
OG0001010	NP1_00775	A0A6H1Q257	TrEMBL	100	234	100	100	1.9099999999999997e-161	455
OG0001011	HTCC9565_01298	A0ABX1T522	TrEMBL	100	224	100	100	1.0699999999999999e-162	457
OG0001012	HTCC1002_00807	A0A6H1Q349	TrEMBL	100	54	100	100	1.3e-26	100
OG0001013	NP1_01341	A0A6H1Q5G0	TrEMBL	100	214	100	100	1.9299999999999996e-151	428
OG0001014	HTCC1013_01173	Q4FL04	TrEMBL	100	245	100	100	9.859999999999998e-174	487
OG0001015	HTCC9565_00067	A0ABX1SYN0	TrEMBL	100	405	100	100	1.71e-300	821
OG0001016	HTCC9565_00804	A0ABX1T2G2	TrEMBL	100	442	100	100	1.29e-305	842
OG0001017	AG-414-E02_00384	A0A075GFQ8	TrEMBL	100	232	100	100	2.05e-155	439
OG0001018	HTCC1002_01377	Q1V013	TrEMBL	100	283	100	100	2.8200000000000003e-192	537
OG0001019	HTCC9565_01269	A0ABX1T4Y8	TrEMBL	100	81	100	100	6.49e-50	160
OG0001020	HTCC9565_01257	A0ABX1T5G6	TrEMBL	100	175	100	100	4.67e-108	315
OG0001021	NP1_01381	A0A6H1Q3S2	TrEMBL	100	263	100	100	1.92e-189	528
OG0001022	HTCC1062_01189	Q4FLF6	Swiss-Prot	100	255	100	100	9.88e-184	506
OG0001023	HTCC1013_01020	Q4FLF8	TrEMBL	100	226	100	100	5.489999999999999e-157	443
OG0001024	NP1_00335	A0A6H1Q1B3	TrEMBL	100	296	100	100	1.06e-198	554
OG0001025	HTCC1062_01190	Q4FLF5	TrEMBL	100	419	100	100	6.57e-287	788
OG0001026	NP1_01018	A0A6H1Q355	TrEMBL	100	453	100	100	2.1400000000000001e-305	842
OG0001027	HTCC1013_01025	Q4FLF3	TrEMBL	100	338	100	100	3.5e-241	665
OG0001028	HTCC1002_00978	Q1V161	TrEMBL	100	67	100	100	8.81e-44	144
OG0001029	HTCC1002_00291	Q1UZ47	TrEMBL	100	184	100	100	1.14e-126	363
OG0001030	HTCC9565_00841	A0ABX1T0Q3	TrEMBL	100	349	100	100	9.749999999999999e-249	685
OG0001031	HTCC1002_00619	Q1V257	TrEMBL	100	303	100	100	6.379999999999998e-224	619
OG0001032	HTCC1062_01191	Q4FLF4	TrEMBL	100	466	100	100	5.510000000000001e-305	855
OG0001033	HTCC1002_00018	Q1UZW3	TrEMBL	100	337	100	100	5.589999999999999e-242	667
OG0001034	HTCC1062_01193	Q4FLF2	TrEMBL	100	347	100	100	4.069999999999999e-240	663
OG0001035	HTCC9565_01012	A0ABX1T572	TrEMBL	100	133	100	100	1.61e-90	267
OG0001036	HTCC1002_01022	Q1V117	TrEMBL	100	59	100	100	9.71e-31	110
OG0001037	HTCC1002_01295	Q1V096	TrEMBL	100	124	100	100	6e-93	273
OG0001038	HTCC9565_00605	A0ABX1T2K2	TrEMBL	100	323	100	100	4.7399999999999994e-236	651
OG0001039	HTCC9565_00419	A0ABX1T3L0	TrEMBL	100	190	100	100	2.0399999999999996e-132	378
OG0001040	HTCC1013_00159	Q4FMK2	TrEMBL	100	419	100	100	5.589999999999999e-304	831
OG0001041	HTCC1002_00447	Q1V2N1	TrEMBL	100	256	100	100	2.6099999999999997e-179	502
OG0001042	NP1_01306	A0A6H1Q4X7	TrEMBL	100	297	100	100	2.3899999999999998e-216	599
OG0001043	NP1_01432	A0A6H1Q598	TrEMBL	100	103	100	100	1.7600000000000002e-64	199
OG0001044	NP1_01431	A0A6H1Q3L4	TrEMBL	100	232	100	100	6.86e-154	436
OG0001045	HTCC1002_01388	Q1V002	TrEMBL	100	550	100	100	0	1103
OG0001046	HTCC1002_01384	Q1V006	TrEMBL	100	155	100	100	6.199999999999999e-110	318
OG0001047	HTCC9565_00922	A0ABX1T4Y5	TrEMBL	100	155	100	100	1.5199999999999998e-101	297
OG0001048	HTCC1062_00884	Q4FM97	TrEMBL	100	58	100	100	3.8299999999999996e-32	114
OG0001049	HTCC9565_00970	A0ABX1T453	TrEMBL	100	381	100	100	3.8699999999999997e-278	762
OG0001050	HTCC1016_00116	Q4FP85	TrEMBL	100	436	100	100	2.6399999999999998e-297	815
OG0001051	NP1_00245	A0A6H1Q1M7	TrEMBL	100	215	100	100	3.5699999999999998e-143	407
OG0001052	HTCC1002_00016	Q1UZW5	TrEMBL	100	122	100	100	2.3800000000000002e-80	241
OG0001053	HTCC1062_01340	Q4FL05	TrEMBL	100	321	100	100	4.739999999999999e-235	648
OG0001054	HTCC9565_00756	A0ABX1T1X9	TrEMBL	100	611	100	100	0	1223
OG0001055	HTCC1002_00006	Q4FL92	TrEMBL	100	477	100	100	0	948
OG0001057	HTCC1040_01119	Q4FL64	TrEMBL	100	323	100	100	8.279999999999999e-246	676
OG0001058	HTCC1002_00240	Q1UZ94	TrEMBL	100	319	100	100	3.1499999999999995e-223	618
OG0001059	HTCC9565_01385	A0ABX1T282	TrEMBL	100	425	100	100	2.91e-305	845
OG0001060	HTCC1002_01389	Q4FL66	TrEMBL	100	203	100	100	1.03e-136	390
OG0001061	AG-359-C09_00307	Q4PJ84	TrEMBL	100	110	100	100	6.149999999999999e-66	203
OG0001062	NP1_00183	A0A6H1Q0B3	TrEMBL	100	74	100	100	1.05e-45	149
OG0001063	HTCC9565_00222	A0ABX1SZ20	TrEMBL	100	238	100	100	8.419999999999999e-167	469
OG0001064	NP1_00700	A0A6H1Q1P3	TrEMBL	100	588	100	100	0	1040
OG0001065	ME-33_00007	A0A966HNX3	TrEMBL	96.2	293	100	100	7.97e-213	590
OG0001066	HTCC9565_00857	A0ABX1T0T6	TrEMBL	100	775	100	100	0	1590
OG0001067	HTCC1002_01024	Q4FP08	TrEMBL	100	187	100	100	1.9699999999999997e-133	380
OG0001068	HTCC9565_01361	A0ABX1T3Q3	TrEMBL	100	198	100	100	1.1799999999999998e-144	409
OG0001069	HTCC9565_00021	A0ABX1T1Z1	TrEMBL	100	403	100	100	3.64e-305	845
OG0001070	HTCC1002_00007	Q1UZX4	TrEMBL	100	53	100	100	1.8599999999999997e-30	109
OG0001071	HTCC9565_00512	A0ABX1T193	TrEMBL	100	303	100	100	4.77e-210	583
OG0001073	HTCC1002_01304	Q1V087	TrEMBL	100	234	100	100	2.0699999999999997e-165	465
OG0001074	HTCC1002_01376	Q1V014	TrEMBL	100	195	100	100	9.69e-138	392
OG0001075	HTCC9565_00064	A0ABX1T0E1	TrEMBL	100	75	100	100	3.0799999999999996e-52	166
OG0001076	HTCC9565_01335	A0ABX1T4K1	TrEMBL	100	293	100	100	2.6699999999999996e-211	586
OG0001077	HTCC1002_01303	Q1V088	TrEMBL	100	261	100	100	7.219999999999999e-184	514
OG0001078	HTCC9565_00559	A0ABX1T1S1	TrEMBL	100	511	100	100	1.3699999999999998e-291	807
OG0001079	AG-439-O15_00230	E7C6E9	TrEMBL	90.4	560	100	100	0	977
OG0001080	LSUCC0530_00970	A0A964XQH9	TrEMBL	100	69	100	100	2.91e-43	143
OG0001081	HTCC9565_00037	A0ABX1SYJ2	TrEMBL	100	146	100	100	5.42e-102	297
OG0001082	HTCC9565_00655	A0ABX1T074	TrEMBL	100	41	100	100	5.89e-20	82.4
OG0001083	HTCC1016_01291	Q4FKY0	TrEMBL	100	107	100	100	2.26e-62	194
OG0001084	HTCC9565_00850	A0ABX1T2K9	TrEMBL	100	135	100	100	1.17e-93	275
OG0001085	HTCC1002_01351	Q4FL23	TrEMBL	100	74	100	100	3.1299999999999997e-47	153
OG0001086	HTCC1013_01154	Q4FL24	TrEMBL	100	466	100	100	0	953
OG0001087	NP1_00424	A0A6H1Q176	TrEMBL	100	122	100	100	8.96e-85	252
OG0001088	HTCC1002_01216	Q1V0H1	TrEMBL	100	426	100	95.1	9.059999999999999e-303	829
OG0001089	NP1_00404	A0A6H1Q156	TrEMBL	100	202	100	100	1.3999999999999998e-129	372
OG0001090	HTCC1002_01306	Q1V085	TrEMBL	100	303	100	100	3.8499999999999996e-225	622
OG0001091	HTCC1002_00509	Q1V2G8	TrEMBL	100	300	100	100	6.08e-216	598
OG0001092	HTCC9565_00567	A0ABX1SZY9	TrEMBL	100	291	100	100	2.28e-211	586
OG0001093	HTCC9565_00015	A0ABX1T2J2	TrEMBL	100	191	100	100	3.83e-142	402
OG0001094	ETNP2013_S02_SV82_300m_MAG_01_00372	A0A381SAT1	TrEMBL	97.6	123	99.2	99.2	7.91e-89	262
OG0001095	HTCC1062_00304	Q4FNW3	TrEMBL	100	363	100	100	6.839999999999999e-272	745
OG0001096	AG-325-L02_00028	A0A382L5U3	TrEMBL	100	68	100	100	3.91e-34	120
OG0001097	HTCC9565_00971	A0ABX1T2X2	TrEMBL	100	336	100	100	2.8699999999999998e-239	660
OG0001098	NP1_00549	A0A6H1Q1A1	TrEMBL	100	491	100	100	0	987
OG0001099	HTCC1002_01369	Q1V021	TrEMBL	100	64	100	100	1.21e-33	118
OG0001100	HTCC9565_00477	A0ABX1SZQ8	TrEMBL	100	173	100	100	2.01e-117	338
OG0001101	HTCC9565_00861	A0ABX1T4T0	TrEMBL	100	184	100	100	2.31e-126	362
OG0001102	HTCC1062_00790	Q4FMJ1	TrEMBL	100	895	100	100	0	1729
