accession	orthogroup	match_type	gene_name	cog_gene	ko_name	pfam_names	gene_id	genome	ko_id	cog_id	pident
A0A9X9WF96	OG0003729	Homologous structure reference	GrxC	GrxC	No Annotation	DinB_2,Glutaredoxin	IMCC9063_00871	IMCC9063		COG0695	47
A0A2N5Y5I1	OG0003730	Homologous structure reference			No Annotation	No Annotation	HIMB1506_01178	HIMB1506			35.2
A0A0F9VW61	OG0003738	Homologous structure reference	MsrQ	MsrQ	methionine sulfoxide reductase heme-binding subunit	Ferric_reduct	HIMB1505_00270	HIMB1505	K17247	COG2717	58.3
A0A3B0RDD5	OG0003738	Homologous structure reference	MsrQ	MsrQ	methionine sulfoxide reductase heme-binding subunit	Ferric_reduct	HIMB1505_00270	HIMB1505	K17247	COG2717	64.7
A0A3B0SIT9	OG0003738	Homologous structure reference	MsrQ	MsrQ	methionine sulfoxide reductase heme-binding subunit	Ferric_reduct	HIMB1505_00270	HIMB1505	K17247	COG2717	64.4
A0A3B0SX06	OG0003738	Homologous structure reference	MsrQ	MsrQ	methionine sulfoxide reductase heme-binding subunit	Ferric_reduct	HIMB1505_00270	HIMB1505	K17247	COG2717	69.4
A0A3B0UYC0	OG0003738	Homologous structure reference	MsrQ	MsrQ	methionine sulfoxide reductase heme-binding subunit	Ferric_reduct	HIMB1505_00270	HIMB1505	K17247	COG2717	63.6
A0A0M6Y5F5	OG0003739	Homologous structure reference	SoxR	SoxR	No Annotation	MerR_1	HIMB1488_00016	HIMB1488		COG0789	48.4
N6UTH9	OG0003739	Homologous structure reference	SoxR	SoxR	No Annotation	MerR_1	HIMB1488_00016	HIMB1488		COG0789	48.4
A0A4P7XHK0	OG0003740	Homologous structure reference	SufI	SufI	multicopper oxidase [EC:1.16.3.1]	Cu-oxidase_3,Cu-oxidase,Cu-oxidase_2	HIMB4_00003	HIMB4	K22552	COG2132	73.1
A0A6L8W859	OG0003740	Homologous structure reference	SufI	SufI	multicopper oxidase [EC:1.16.3.1]	Cu-oxidase_3,Cu-oxidase,Cu-oxidase_2	HIMB1505_00278	HIMB1505	K22552	COG2132	75
A0A840UPV7	OG0003740	Homologous structure reference	SufI	SufI	multicopper oxidase [EC:1.16.3.1]	Cu-oxidase_3,Cu-oxidase,Cu-oxidase_2	HIMB4_00003	HIMB4	K22552	COG2132	73.7
A0A382D362	OG0003741	Homologous structure reference			No Annotation	No Annotation	HIMB1488_00220	HIMB1488			65.3
A0A383F1T3	OG0003741	Homologous structure reference			No Annotation	No Annotation	HIMB1488_00220	HIMB1488			69.4
A0A084XUB2	OG0003743	Homologous structure reference			No Annotation	No Annotation	MED605_00260	MED605			33.2
A0A0D0NM44	OG0003743	Homologous structure reference			No Annotation	No Annotation	MED605_00260	MED605			31
A0A450W4R0	OG0003743	Homologous structure reference			No Annotation	No Annotation	MED605_00260	MED605			31.6
A0A451ARI9	OG0003743	Homologous structure reference			No Annotation	No Annotation	MED605_00260	MED605			31.8
A0A967KIK2	OG0003743	Homologous structure reference			No Annotation	No Annotation	MED605_00260	MED605			32.1
A0A382CW46	OG0003745	Homologous structure reference			No Annotation	No Annotation	MED602_00525	MED602			32.2
A0A382M714	OG0003745	Homologous structure reference			No Annotation	No Annotation	MED602_00525	MED602			32.5
A0A966HJR1	OG0003751	Homologous structure reference			No Annotation	No Annotation	LSUCC0530_00077	LSUCC0530			81.6
X1AR82	OG0003753	Homologous structure reference			No Annotation	No Annotation	HIMB1559_00722	HIMB1559			67.1
Q1V124	OG0003766	Close sequence match			No Annotation	No Annotation	HTCC1002_01015	HTCC1002			100
A0A382H112	OG0003767	Homologous structure reference	BglC	BglC	No Annotation	Cellulase	Uisw_114_00680	Uisw_114		COG2730	30.1
A0A1M5S2T6	OG0003769	Homologous structure reference	FAHD1	FAHD1	fumarylpyruvate hydrolase [EC:3.7.1.20]	FAA_hydrolase	IMCC9063_00888	IMCC9063	K16165	COG0179	65.6
A0A317PJ30	OG0003769	Homologous structure reference	FAHD1	FAHD1	fumarylpyruvate hydrolase [EC:3.7.1.20]	FAA_hydrolase	IMCC9063_00888	IMCC9063	K16165	COG0179	64.5
A0A917I7I0	OG0003769	Homologous structure reference	FAHD1	FAHD1	fumarylpyruvate hydrolase [EC:3.7.1.20]	FAA_hydrolase	IMCC9063_00888	IMCC9063	K16165	COG0179	65.8
D5BTW1	OG0003769	Homologous structure reference	FAHD1	FAHD1	fumarylpyruvate hydrolase [EC:3.7.1.20]	FAA_hydrolase	Uisw_136_00897	Uisw_136	K16165	COG0179	66.4
A0A0D7K8P5	OG0003773	Homologous structure reference	YfdV	YfdV	malate permease and related proteins	Mem_trans	ME-18_00145	ME-18	K24180	COG0679	55.4
A0A1H4F475	OG0003773	Homologous structure reference	YfdV	YfdV	malate permease and related proteins	Mem_trans	ME-18_00145	ME-18	K24180	COG0679	55.4
A0A1I5D2L0	OG0003773	Homologous structure reference	YfdV	YfdV	malate permease and related proteins	Mem_trans	ME-18_00145	ME-18	K24180	COG0679	52.8
A0A382DRN7	OG0003781	Homologous structure reference			No Annotation	No Annotation	MED602_00578	MED602			43.7
A0A4R5AVI6	OG0003782	Homologous structure reference			No Annotation	No Annotation	MED602_01339	MED602			45.9
A0A7U2NEF2	OG0003782	Homologous structure reference			No Annotation	No Annotation	MED602_00669	MED602			47
X0RIQ2	OG0003782	Homologous structure reference			No Annotation	No Annotation	MED602_01352	MED602			41.5
X0SLZ5	OG0003782	Homologous structure reference			No Annotation	No Annotation	MED602_00669	MED602			50
X0SMP3	OG0003782	Homologous structure reference			No Annotation	No Annotation	MED602_00669	MED602			61.2
A0A218MLH0	OG0003785	Homologous structure reference	Smc	Smc	No Annotation	No Annotation	MED602_00856	MED602		COG1196	32
A0A350P585	OG0003787	Close sequence match			No Annotation	No Annotation	MED605_00050	MED605			87.6
A0A2W5N089	OG0003788	Homologous structure reference	XtmB	XtmB	phage terminase large subunit	Terminase_6N	MED605_01019	MED605	K06909	COG1783	54.2
A0A368BVY7	OG0003789	Homologous structure reference			No Annotation	No Annotation	MED602_01411	MED602			59.4
A0A520MFX8	OG0003789	Homologous structure reference			No Annotation	No Annotation	MED602_01411	MED602			56.4
A0A9Q8TYS5	OG0003789	Homologous structure reference			No Annotation	No Annotation	MED602_00885	MED602			79.3
Q1YUF0	OG0003789	Homologous structure reference			No Annotation	No Annotation	MED602_01411	MED602			56.5
A0A382CGK7	OG0003790	Homologous structure reference			No Annotation	DUF2815	MED605_00854	MED605			54.3
A0A382YUD1	OG0003790	Homologous structure reference			No Annotation	DUF2815	MED605_00854	MED605			33.1
A0A383ANT9	OG0003790	Homologous structure reference			No Annotation	DUF2815	MED602_00886	MED602			51.1
A0A1H8IVL8	OG0003791	Homologous structure reference	Slr0479	Slr0479	No Annotation	No Annotation	MED605_00303	MED605		COG2887	43.9
A0A239DCB5	OG0003794	Homologous structure reference	SpoIVCA	SpoIVCA	No Annotation	Resolvase	MED605_00373	MED605		COG1961	50
A0A382ZQ24	OG0003794	Homologous structure reference	SpoIVCA	SpoIVCA	No Annotation	Resolvase	MED605_00373	MED605		COG1961	81.9
B8FB35	OG0003794	Homologous structure reference	SpoIVCA	SpoIVCA	No Annotation	Resolvase	MED605_00373	MED605		COG1961	47.8
S7ULU0	OG0003794	Homologous structure reference	SpoIVCA	SpoIVCA	No Annotation	Resolvase	MED605_00373	MED605		COG1961	49.1
A0A382EKU3	OG0003795	Homologous structure reference			No Annotation	No Annotation	MED602_01172	MED602			57.6
A0A382ZKB7	OG0003795	Homologous structure reference			No Annotation	No Annotation	MED602_01172	MED602			60
A0A350P587	OG0003796	Homologous structure reference			No Annotation	No Annotation	MED602_01249	MED602			47.6
A0A350P705	OG0003796	Homologous structure reference			No Annotation	No Annotation	MED602_01249	MED602			34
A0A6H1Q0L6	OG0003798	Close sequence match			No Annotation	No Annotation	NP1_00189	NP1			100
A0A0M6ZDJ0	OG0003801	Homologous structure reference			maleate isomerase [EC:5.2.1.1]	Amdase	Uisw_127_00405	Uisw_127	K01799	COG3473	72.7
A0A367WAF6	OG0003801	Homologous structure reference			maleate isomerase [EC:5.2.1.1]	Amdase	RIS-SAG-41_00556	RIS-SAG-41	K01799	COG3473	71
A1T0T8	OG0003801	Homologous structure reference			maleate isomerase [EC:5.2.1.1]	Amdase	RIS-SAG-41_00556	RIS-SAG-41	K01799	COG3473	76.3
A0AAN0RIM9	OG0003803	Homologous structure reference		Grc3	No Annotation	DUF3303	SAG-MED49_00009	SAG-MED49			70.3
E0XTP0	OG0003803	Homologous structure reference		Grc3	No Annotation	DUF3303	SAG-MED49_00009	SAG-MED49			71.3
E7C2Z9	OG0003803	Homologous structure reference		Grc3	No Annotation	DUF3303	SAG-MED49_00009	SAG-MED49			71.3
A0A2M6P2A4	OG0003805	Homologous structure reference	WcaG	WcaG	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	Polysacc_synt_2	AG-892-L17_00579	AG-892-L17	K15894	COG0451	49.8
A0A4R8IXP0	OG0003805	Homologous structure reference	WcaG	WcaG	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	Polysacc_synt_2	AG-430-A11_01203	AG-430-A11	K15894	COG0451	53.1
A0A4U8YPK8	OG0003805	Homologous structure reference	WcaG	WcaG	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	Polysacc_synt_2	AG-430-A11_01203	AG-430-A11	K15894	COG0451	51.6
S0FWZ1	OG0003805	Homologous structure reference	WcaG	WcaG	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	Polysacc_synt_2	AG-430-A11_01203	AG-430-A11	K15894	COG0451	46.7
A0A3S0JDQ9	OG0003806	Homologous structure reference	WcaG	WcaG	No Annotation	GDP_Man_Dehyd	AG-917-E05_01218	AG-917-E05		COG0451	46.7
A0A5J6MK11	OG0003806	Homologous structure reference	WcaG	WcaG	No Annotation	GDP_Man_Dehyd	AG-917-E05_01218	AG-917-E05		COG0451	47.4
A0A6J7LZ10	OG0003806	Homologous structure reference	WcaG	WcaG	No Annotation	GDP_Man_Dehyd	AG-917-E05_01218	AG-917-E05		COG0451	47.2
A0A1F7HIF8	OG0003807	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2	HTCC7217_00887	HTCC7217		COG0463	40.4
A0A1F7IU14	OG0003807	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2	HTCC7217_00887	HTCC7217		COG0463	40.4
A0A2G9ZF99	OG0003807	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2	HTCC7217_00887	HTCC7217		COG0463	41.3
A0A2H0TNK2	OG0003807	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2	HTCC7217_00887	HTCC7217		COG0463	41.3
A0A2M8L696	OG0003807	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2	HTCC7217_00887	HTCC7217		COG0463	38
A0A1H7P3Q2	OG0003809	Homologous structure reference	PepP	PepP	No Annotation	Peptidase_M24,Creatinase_N	AG-439-C08_00991	AG-439-C08		COG0006	49.3
A0A512BYI9	OG0003809	Homologous structure reference	PepP	PepP	No Annotation	Peptidase_M24,Creatinase_N	AG-439-C08_00991	AG-439-C08		COG0006	49.5
A0A547Q6K4	OG0003809	Homologous structure reference	PepP	PepP	No Annotation	Peptidase_M24,Creatinase_N	AG-439-C08_00991	AG-439-C08		COG0006	50.9
A0A6N2VG78	OG0003809	Homologous structure reference	PepP	PepP	No Annotation	Peptidase_M24,Creatinase_N	MiE-29_00374	MiE-29		COG0006	35.1
A0A917CZ14	OG0003809	Homologous structure reference	PepP	PepP	No Annotation	Peptidase_M24,Creatinase_N	AG-439-C08_00991	AG-439-C08		COG0006	35.3
A0A381RUE5	OG0003810	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-426-G09_00200	AG-426-G09	K01997	COG0559	82.8
A0A382QGD2	OG0003810	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-422-N14_00073	AG-422-N14	K01997	COG0559	94.3
A0A6H1Q5P7	OG0003810	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-426-G09_00200	AG-426-G09	K01997	COG0559	83.5
Q1V091	OG0003810	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-422-N14_00073	AG-422-N14	K01997	COG0559	84.5
A0A381RUE5	OG0003811	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-892-K09_00291	AG-892-K09	K01997	COG0559	82.7
A0A382QGD2	OG0003811	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-892-K09_00291	AG-892-K09	K01997	COG0559	97.8
A0A6H1Q5P7	OG0003811	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-892-K09_00291	AG-892-K09	K01997	COG0559	84.9
Q1V091	OG0003811	Homologous structure reference	LivH	LivH	branched-chain amino acid transport system permease protein	BPD_transp_2	AG-892-K09_00291	AG-892-K09	K01997	COG0559	86.3
A0A381WB31	OG0003812	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-J13_00487	AG-390-J13	K15737		67.1
A0A6H1Q5E0	OG0003812	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	SAG-MED11_00510	SAG-MED11	K15737		80.9
Q1V085	OG0003812	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	SAG-MED11_00510	SAG-MED11	K15737		78.9
Q4FKY1	OG0003812	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	SAG-MED11_00510	SAG-MED11	K15737		79.9
A0A381WB31	OG0003813	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-M02_00109	AG-390-M02	K15737		66.4
A0A6H1Q5E0	OG0003813	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-M02_00109	AG-390-M02	K15737		79.2
Q1V085	OG0003813	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-M02_00109	AG-390-M02	K15737		77.9
Q4FKY1	OG0003813	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-M02_00109	AG-390-M02	K15737		78.9
A0A381WB31	OG0003814	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-D15_00034	AG-390-D15	K15737		67
A0A6H1Q5E0	OG0003814	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-D15_00034	AG-390-D15	K15737		80.5
Q1V085	OG0003814	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-D15_00034	AG-390-D15	K15737		78.9
Q4FKY1	OG0003814	Homologous structure reference			glutarate dioxygenase [EC:1.14.11.64]	CsiD	AG-390-D15_00034	AG-390-D15	K15737		79.9
A0A368C7J6	OG0003815	Homologous structure reference	AcrR	AcrR	No Annotation	TetR_N,TetR_C_33	AAA795-A20_00055	AAA795-A20		COG1309	37.3
A0A382PCL5	OG0003815	Homologous structure reference	AcrR	AcrR	No Annotation	TetR_N,TetR_C_33	AAA795-A20_00055	AAA795-A20		COG1309	65.1
A0A520N1V9	OG0003815	Homologous structure reference	AcrR	AcrR	No Annotation	TetR_N,TetR_C_33	AAA795-A20_00055	AAA795-A20		COG1309	35.9
A0A937M2Q8	OG0003815	Homologous structure reference	AcrR	AcrR	No Annotation	TetR_N,TetR_C_33	AAA795-A20_00055	AAA795-A20		COG1309	38.9
Q6IVS2	OG0003815	Homologous structure reference	AcrR	AcrR	No Annotation	TetR_N,TetR_C_33	AAA795-A20_00055	AAA795-A20		COG1309	36.1
A0A1G6IY67	OG0003816	Homologous structure reference	LysX	LysX	No Annotation	No Annotation	HIMB083_01018	HIMB083		COG0189	36
A0A1X4XXE9	OG0003816	Homologous structure reference	LysX	LysX	No Annotation	No Annotation	HIMB083_01018	HIMB083		COG0189	30.3
A0A2R4W140	OG0003816	Homologous structure reference	LysX	LysX	No Annotation	No Annotation	AAA795-A20_00234	AAA795-A20		COG0189	30.8
A0A2H0LYS2	OG0003822	Homologous structure reference	ArdA	ArdA	No Annotation	ArdA	AG-892-F15_00471	AG-892-F15		COG4734	42.9
A0AAJ4NLV0	OG0003822	Homologous structure reference	ArdA	ArdA	No Annotation	ArdA	AAA795-D22_00361	AAA795-D22		COG4734	42.1
A0A1D9P5B1	OG0003824	Homologous structure reference			No Annotation	Hydrolase_3	AG-313-A04_00789	AG-313-A04			54.9
A0A1M7RYX1	OG0003824	Homologous structure reference			No Annotation	Hydrolase_3	AG-313-A04_00789	AG-313-A04			54.9
A0A2K1PCG7	OG0003824	Homologous structure reference			No Annotation	Hydrolase_3	AG-414-O11_01254	AG-414-O11			60.4
A8F6G8	OG0003824	Homologous structure reference			No Annotation	Hydrolase_3	AG-313-A04_00789	AG-313-A04			57.4
A0A6J7G278	OG0003839	Homologous structure reference			No Annotation	No Annotation	AG-917-C11_01027	AG-917-C11			50.8
A0A9P8TAK5	OG0003876	Homologous structure reference			No Annotation	No Annotation	AG-349-O05_01202	AG-349-O05			61.4
A0A1J5TI59	OG0003878	Homologous structure reference			No Annotation	No Annotation	GOM-A1_01055	GOM-A1			81
A0A0C2W6C8	OG0003881	Homologous structure reference			No Annotation	No Annotation	HIMB1838_00627	HIMB1838			36.1
A0A0P0UT77	OG0003881	Homologous structure reference			No Annotation	No Annotation	HIMB1838_00627	HIMB1838			34.3
A0A3S4S4D2	OG0003881	Homologous structure reference			No Annotation	No Annotation	HIMB1838_00627	HIMB1838			35.8
A0A917YP43	OG0003890	Homologous structure reference			No Annotation	No Annotation	AG-365-B19_00121	AG-365-B19			35.8
A0A5E6ZGR0	OG0003895	Homologous structure reference	PaaK	PaaK	phenylacetate-CoA ligase [EC:6.2.1.30]	No Annotation	AG-404-O05_01132	AG-404-O05	K01912	COG1541	36.5
L0RCD5	OG0003895	Homologous structure reference	PaaK	PaaK	phenylacetate-CoA ligase [EC:6.2.1.30]	No Annotation	AG-404-O05_01132	AG-404-O05	K01912	COG1541	34.7
O33469	OG0003895	Homologous structure reference	PaaK	PaaK	phenylacetate-CoA ligase [EC:6.2.1.30]	No Annotation	AG-404-O05_01132	AG-404-O05	K01912	COG1541	30.6
A0A380AV69	OG0003896	Homologous structure reference			No Annotation	Methylase_S	AG-390-C17_00448	AG-390-C17			46.8
A0A8B2U1K0	OG0003896	Homologous structure reference			No Annotation	Methylase_S	AG-903-D02_00481	AG-903-D02			46.9
A0A919Y3N1	OG0003896	Homologous structure reference			No Annotation	Methylase_S	AG-390-C17_00448	AG-390-C17			44.8
X1FEJ5	OG0003896	Homologous structure reference			No Annotation	Methylase_S	AG-903-D02_00481	AG-903-D02			44.6
A0A1T4UKY7	OG0003900	Homologous structure reference			No Annotation	FGGY_N	AG-390-C19_00823	AG-390-C19			33
A0A381QL83	OG0003900	Homologous structure reference			No Annotation	FGGY_N	AG-390-C19_00823	AG-390-C19			41.3
A0A5C6QCZ2	OG0003900	Homologous structure reference			No Annotation	FGGY_N	AG-390-C19_00823	AG-390-C19			31.7
A0A1A9HB34	OG0003905	Homologous structure reference			No Annotation	No Annotation	AG-390-D15_00801	AG-390-D15			38.3
A0A377RZK0	OG0003905	Homologous structure reference			No Annotation	No Annotation	AG-390-D15_00801	AG-390-D15			38.3
A0AA96DF63	OG0003905	Homologous structure reference			No Annotation	No Annotation	AG-390-D15_00801	AG-390-D15			39.3
A0AAU0P9D3	OG0003905	Homologous structure reference			No Annotation	No Annotation	AG-390-D15_00801	AG-390-D15			39.3
A0AAU0PIM0	OG0003905	Homologous structure reference			No Annotation	No Annotation	AG-390-D15_00801	AG-390-D15			39.3
A0A1F7X2T7	OG0003906	Homologous structure reference			No Annotation	DUF2304	AG-390-E04_00711	AG-390-E04			37.3
A0A2M6XDT7	OG0003906	Homologous structure reference			No Annotation	DUF2304	IMCC9063_00045	IMCC9063			31
A0A7U6JGR8	OG0003921	Homologous structure reference	RfaB	RfaB	No Annotation	Glycos_transf_1	AG-390-L03_00833	AG-390-L03		COG0438	45.1
A0A382VC58	OG0003924	Homologous structure reference			No Annotation	No Annotation	AG-916-E19_00119	AG-916-E19			63
A0A4Q9G4J6	OG0003924	Homologous structure reference			No Annotation	No Annotation	AG-916-E19_00119	AG-916-E19			49.2
A0A8I1M7X1	OG0003924	Homologous structure reference			No Annotation	No Annotation	AG-916-E19_00119	AG-916-E19			64.8
A0A916TQM2	OG0003924	Homologous structure reference			No Annotation	No Annotation	AG-916-E19_00119	AG-916-E19			49.6
A0A382QX90	OG0003926	Homologous structure reference			No Annotation	No Annotation	AG-905-M05_01265	AG-905-M05			54.9
A0A382TQG8	OG0003926	Homologous structure reference			No Annotation	No Annotation	AG-404-J20_00992	AG-404-J20			49
A0A433VIV4	OG0003928	Homologous structure reference			No Annotation	No Annotation	HIMB1838_00631	HIMB1838			34.8
K9ZI79	OG0003928	Homologous structure reference			No Annotation	No Annotation	HIMB1838_00631	HIMB1838			35.7
A0A4V6P3S4	OG0003935	Homologous structure reference			No Annotation	No Annotation	AG-447-N18_00522	AG-447-N18			40.5
A0A382M7Q9	OG0003937	Homologous structure reference			No Annotation	No Annotation	AG-414-E02_00440	AG-414-E02			71.1
A0A382VYZ0	OG0003937	Homologous structure reference			No Annotation	No Annotation	AG-414-E02_00440	AG-414-E02			74.5
A0A383BA31	OG0003937	Homologous structure reference			No Annotation	No Annotation	AG-414-E02_00440	AG-414-E02			70.8
A0A2P8FDJ5	OG0003938	Homologous structure reference			No Annotation	PEMT	ARS1_00910	ARS1			43.5
A0A381WWU2	OG0003938	Homologous structure reference			No Annotation	PEMT	ARS1_00910	ARS1			84.1
A0A382F487	OG0003938	Homologous structure reference			No Annotation	PEMT	AG-414-E02_00785	AG-414-E02			65.5
A0A383ATL8	OG0003938	Homologous structure reference			No Annotation	PEMT	ARS1_00910	ARS1			80.9
A0A5C5ZK52	OG0003938	Homologous structure reference			No Annotation	PEMT	AG-414-E02_00785	AG-414-E02			42.9
A0A174F3E3	OG0003942	Homologous structure reference	RfaB	RfaB	putative colanic acid biosynthesis glycosyltransferase WcaI	Glycos_transf_1	AG-414-O11_00949	AG-414-O11	K03208	COG0438	38.4
A0A1H4DLU5	OG0003942	Homologous structure reference	RfaB	RfaB	putative colanic acid biosynthesis glycosyltransferase WcaI	Glycos_transf_1	AG-414-O11_00949	AG-414-O11	K03208	COG0438	38.6
A0A4Q5KSS1	OG0003942	Homologous structure reference	RfaB	RfaB	putative colanic acid biosynthesis glycosyltransferase WcaI	Glycos_transf_1	AG-414-O11_00949	AG-414-O11	K03208	COG0438	38.6
A0A4R6TFF8	OG0003942	Homologous structure reference	RfaB	RfaB	putative colanic acid biosynthesis glycosyltransferase WcaI	Glycos_transf_1	AG-414-O11_00949	AG-414-O11	K03208	COG0438	38.3
A0A844P1B8	OG0003942	Homologous structure reference	RfaB	RfaB	putative colanic acid biosynthesis glycosyltransferase WcaI	Glycos_transf_1	AG-414-O11_00949	AG-414-O11	K03208	COG0438	38.9
A0A917AE28	OG0003947	Homologous structure reference	DppC	DppC	No Annotation	No Annotation	AG-422-B15_00160	AG-422-B15		COG1173	43.7
A0A2D6M104	OG0003955	Homologous structure reference	YprB	PolB	No Annotation	DNA_pol_B_exo1	AG-426-C04_00030	AG-426-C04		COG3359	31.4
A0A7K4BZM2	OG0003955	Homologous structure reference	YprB	PolB	No Annotation	DNA_pol_B_exo1	AG-426-C04_00030	AG-426-C04		COG3359	42.7
A0A4U0ZLM3	OG0003960	Homologous structure reference			uncharacterized protein	No Annotation	AG-426-D09_00848	AG-426-D09	K09968	COG3680	36.6
A0A6T9Y6A5	OG0003960	Homologous structure reference			uncharacterized protein	No Annotation	AG-426-D09_00848	AG-426-D09	K09968	COG3680	36.6
A0AB36FS25	OG0003960	Homologous structure reference			uncharacterized protein	No Annotation	AG-426-D09_00848	AG-426-D09	K09968	COG3680	35.7
A0A455UIK7	OG0003962	Homologous structure reference			No Annotation	No Annotation	AG-894-F15_00804	AG-894-F15			59
A0A381W6K0	OG0003963	Homologous structure reference			No Annotation	Asp_Arg_Hydrox	HIMB1437_00001	HIMB1437			32
A0A350P816	OG0003966	Homologous structure reference			No Annotation	No Annotation	AG-426-F15_01421	AG-426-F15			47.9
A0A4R8IQ41	OG0003978	Homologous structure reference			No Annotation	No Annotation	AG-430-A11_01202	AG-430-A11			44.4
A0A4U8YRN8	OG0003978	Homologous structure reference			No Annotation	No Annotation	AG-430-A11_01202	AG-430-A11			43.6
A0A1D8TSN4	OG0003987	Homologous structure reference	LpxO2	LpxO2	No Annotation	Asp_Arg_Hydrox	AG-917-D03_01310	AG-917-D03		COG3555	39.2
F4Y3R4	OG0003987	Homologous structure reference	LpxO2	LpxO2	No Annotation	Asp_Arg_Hydrox	AG-917-D03_01310	AG-917-D03		COG3555	38.9
A0A382JQE9	OG0003988	Homologous structure reference			No Annotation	No Annotation	AG-430-J04_00411	AG-430-J04			62.7
A0A0W8FY57	OG0003991	Homologous structure reference	STE14	STE14	methanethiol S-methyltransferase [EC:2.1.1.334]	No Annotation	AG-430-J21_00614	AG-430-J21	K21310	COG2020	32.8
A0A2T0WSN6	OG0003991	Homologous structure reference	STE14	STE14	methanethiol S-methyltransferase [EC:2.1.1.334]	No Annotation	AG-430-J21_00614	AG-430-J21	K21310	COG2020	32.7
A0A4Y9QY78	OG0003991	Homologous structure reference	STE14	STE14	methanethiol S-methyltransferase [EC:2.1.1.334]	No Annotation	AG-895-G15_00914	AG-895-G15	K21310	COG2020	34.8
A0A101JKT2	OG0003994	Homologous structure reference	RfaB	RfaB	No Annotation	Glycos_transf_1	ME-31_00210	ME-31		COG0438	40.8
A0A2M7V239	OG0003994	Homologous structure reference	RfaB	RfaB	No Annotation	Glycos_transf_1	ME-31_00210	ME-31		COG0438	35
A0A7X1E341	OG0003994	Homologous structure reference	RfaB	RfaB	No Annotation	Glycos_transf_1	ME-31_00210	ME-31		COG0438	34.8
B4S4G1	OG0003994	Homologous structure reference	RfaB	RfaB	No Annotation	Glycos_transf_1	ME-31_00210	ME-31		COG0438	45.5
A0A1V8M8V6	OG0003998	Homologous structure reference	YmdB	YmdB	No Annotation	Macro	HIMB1573_00607	HIMB1573		COG2110	52.4
A0A656HJ23	OG0003998	Homologous structure reference	YmdB	YmdB	No Annotation	Macro	HIMB1573_00607	HIMB1573		COG2110	52.1
A0A7U7J461	OG0003998	Homologous structure reference	YmdB	YmdB	No Annotation	Macro	AG-439-C18_01087	AG-439-C18		COG2110	50.7
I8WCB5	OG0003998	Homologous structure reference	YmdB	YmdB	No Annotation	Macro	AG-439-C18_01087	AG-439-C18		COG2110	51.2
A0A552FFW1	OG0003999	Homologous structure reference			No Annotation	DarT	AG-439-C18_01088	AG-439-C18			34.9
A0A552L5M3	OG0003999	Homologous structure reference			No Annotation	DarT	AG-439-C18_01088	AG-439-C18			35.5
A0A656HL57	OG0003999	Homologous structure reference			No Annotation	DarT	AG-439-C18_01088	AG-439-C18			41.7
A0A7U7J3A4	OG0003999	Homologous structure reference			No Annotation	DarT	HIMB1573_00606	HIMB1573			40.2
U7QDM7	OG0003999	Homologous structure reference			No Annotation	DarT	AG-439-C18_01088	AG-439-C18			35.8
A0A382PVH8	OG0004000	Homologous structure reference			No Annotation	No Annotation	MED602_00985	MED602			56.6
A0A381NND1	OG0004001	Homologous structure reference			No Annotation	No Annotation	AG-439-D15_01024	AG-439-D15			45.2
