id	prokka_seq_name	COG_ID	COG_GENE_NAME	COG_NAME	COG_LETTER	KO	ko_definition
OG4471	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4472	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4473	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4474	hypothetical protein	COG4974	XerD	Site-specific recombinase XerD	L	NA	NA
OG4475	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4476	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4477	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4478	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4479	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4480	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4481	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4482	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4483	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4484	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4485	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4486	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4487	hypothetical protein	COG1196	Smc	Chromosome segregation ATPase Smc	D	NA	NA
OG4488	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4489	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4490	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4491	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4492	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4493	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4494	hypothetical protein	COG0294	FolP	Dihydropteroate synthase	H	NA	NA
OG4495	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4496	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4497	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4498	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4499	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4500	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4501	hypothetical protein	COG3642	Bud32	tRNA A-37 threonylcarbamoyl transferase component Bud32	J	NA	NA
OG4502	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4503	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4504	hypothetical protein	COG3981	NA	Predicted acetyltransferase	R	NA	NA
OG4505	hypothetical protein	COG4968	PilE	Type IV pilus assembly protein PilE	N	NA	NA
OG4506	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4507	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4508	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4509	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4510	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4511	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4512	Release factor glutamine methyltransferase	COG2890	HemK	Methylase of polypeptide chain release factors	J	NA	NA
OG4513	hypothetical protein	NA	NA	NA	NA	K07038	inner membrane protein
OG4514	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4515	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4516	cytosol aminopeptidase	NA	NA	NA	NA	NA	NA
OG4517	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4518	hypothetical protein	COG2227	UbiG	"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase"	H	NA	NA
OG4519	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4520	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4521	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4522	hypothetical protein	COG1049	AcnB	Aconitase B	C	NA	NA
OG4523	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4524	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4525	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4526	hypothetical protein	COG0673	MviM	Predicted dehydrogenase	R	NA	NA
OG4527	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4528	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4529	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4530	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4531	hypothetical protein	COG3156	PulK	"Type II secretory pathway, component PulK"	U	K02460	general secretion pathway protein K
OG4532	hypothetical protein	COG2165	PulG	"Type II secretory pathway, pseudopilin PulG"	N	NA	NA
OG4533	hypothetical protein	COG2931	NA	"Ca2+-binding protein, RTX toxin-related"	Q	K01406	serralysin
OG4534	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4535	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4536	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4537	hypothetical protein	COG1403	McrA	5-methylcytosine-specific restriction endonuclease McrA	V	NA	NA
OG4538	hypothetical protein	COG2227	UbiG	"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase"	H	NA	NA
OG4539	Aminopeptidase T	COG2309	AmpS	Leucyl aminopeptidase (aminopeptidase T)	E	K19689	aminopeptidase
OG4540	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4541	hypothetical protein	COG4813	ThuA	Trehalose utilization protein	G	NA	NA
OG4542	D-apionate lactonase	NA	NA	NA	NA	K23246	D-apionolactonase
OG4543	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4544	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4545	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4546	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	NA	NA
OG4547	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4548	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4549	hypothetical protein	COG1480	PgpH	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	T	NA	NA
OG4550	Levanase	COG1621	SacC	"Sucrose-6-phosphate hydrolase SacC, GH32 family"	G	NA	NA
OG4551	hypothetical protein	COG1621	SacC	"Sucrose-6-phosphate hydrolase SacC, GH32 family"	G	NA	NA
OG4552	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4553	hypothetical protein	COG2227	UbiG	"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase"	H	NA	NA
OG4554	hypothetical protein	COG1397	DraG	ADP-ribosylglycohydrolase	O	NA	NA
OG4555	Non-reducing end beta-L-arabinofuranosidase	COG3533	HybA1	"Beta-L-arabinofuranosidase, GH127 family"	G	K09955	uncharacterized protein
OG4556	hypothetical protein	COG5485	NA	Predicted ester cyclase	R	NA	NA
OG4557	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4558	hypothetical protein	COG5485	NA	Predicted ester cyclase	R	NA	NA
OG4559	hypothetical protein	COG1173	DppC	"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"	E	K02034	alpha-galactoside transport system permease protein
OG4560	hypothetical protein	COG1653	UgpB	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	G	K17241	"alpha-1,4-digalacturonate transport system substrate-binding protein"
OG4561	"Formate dehydrogenase, mitochondrial"	COG0111	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	H	NA	NA
OG4562	hypothetical protein	COG2433	NA	"Possible nuclease of RNase H fold, RuvC/YqgF family"	R	NA	NA
OG4563	hypothetical protein	COG5285	PhyH	"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family"	Q	NA	NA
OG4564	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4565	hypothetical protein	COG3119	AslA	"Arylsulfatase A or related enzyme, AlkP superfamily"	P	NA	NA
OG4566	Choline-sulfatase	COG3119	AslA	"Arylsulfatase A or related enzyme, AlkP superfamily"	P	NA	NA
OG4567	hypothetical protein	COG1653	UgpB	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	G	NA	NA
OG4568	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4569	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4570	hypothetical protein	COG5662	RsiW	Transmembrane transcriptional regulator RsiW (anti-sigma-W factor)	K	NA	NA
OG4571	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4572	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4573	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4574	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4575	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4576	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4577	hypothetical protein	COG1520	PQQ	"Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat"	M	NA	NA
OG4578	hypothetical protein	COG2235	ArcA	Arginine deiminase	E	NA	NA
OG4579	hypothetical protein	COG0687	PotD	Spermidine/putrescine-binding periplasmic protein	E	NA	NA
OG4580	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4581	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4582	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4583	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4584	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4585	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4586	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4587	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4588	hypothetical protein	COG3304	YccF	"Uncharacterized membrane protein YccF, DUF307 family"	S	NA	NA
OG4589	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4590	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4591	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4592	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4593	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4594	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4595	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4596	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4597	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4598	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4599	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4600	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4601	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4602	hypothetical protein	COG4485	YfhO	Uncharacterized membrane protein YfhO	S	NA	NA
OG4603	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4604	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4605	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4606	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4607	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4608	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4609	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4610	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4611	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4612	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4613	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4614	Aspartate--tRNA(Asp/Asn) ligase	COG0173	AspS	Aspartyl-tRNA synthetase	J	K01876	aspartyl-tRNA synthetase
OG4615	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4616	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4617	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4618	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4619	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4620	hypothetical protein	COG1994	SpoIVFB	Zn-dependent protease (includes sporulation protein SpoIVFB)	O	NA	NA
OG4621	hypothetical protein	COG3828	NA	Type 1 glutamine amidotransferase (GATase1)-like domain	R	K09992	uncharacterized protein
OG4622	hypothetical protein	COG0667	PdxI	"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"	H	NA	NA
OG4623	2-aminoethylphosphonate--pyruvate transaminase	COG0075	PucG	"Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG"	E	NA	NA
OG4624	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4625	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4626	hypothetical protein	COG0414	PanC	Panthothenate synthetase	H	NA	NA
OG4627	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4628	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4629	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4630	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4631	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4632	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4633	hypothetical protein	COG1793	CDC9	ATP-dependent DNA ligase	L	NA	NA
OG4634	Methionyl-tRNA formyltransferase	COG0223	Fmt	Methionyl-tRNA formyltransferase	J	NA	NA
OG4635	Phosphoglycerate kinase	COG0126	Pgk	3-phosphoglycerate kinase	G	NA	NA
OG4636	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4637	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4638	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4639	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4640	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4641	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4642	hypothetical protein	COG2244	RfbX	Membrane protein involved in the export of O-antigen and teichoic acid	M	NA	NA
OG4643	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4644	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4645	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4646	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4647	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4648	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4649	Fumarate hydratase class II	COG0114	FumC	Fumarate hydratase class II	C	NA	NA
OG4650	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4651	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4652	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4653	Asparagine synthetase B [glutamine-hydrolyzing]	COG0367	AsnB	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)	E	K01953	asparagine synthase (glutamine-hydrolysing)
OG4654	Beta-galactosidase	COG1874	GanA	Beta-galactosidase GanA	G	K12308	beta-galactosidase
OG4655	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4656	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4657	Ribose import ATP-binding protein RbsA	COG1129	MglA	"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO"	F	NA	NA
OG4658	hypothetical protein	COG1680	AmpC	"CubicO group peptidase, beta-lactamase class C family"	V	NA	NA
OG4659	Xylulose kinase	COG1070	XylB	Sugar (pentulose or hexulose) kinase	G	NA	NA
OG4660	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4661	hypothetical protein	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	M	NA	NA
OG4662	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4663	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4664	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4665	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4666	hypothetical protein	COG1327	NrdR	"Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains"	K	NA	NA
OG4667	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4668	hypothetical protein	COG0859	RfaF	ADP-heptose:LPS heptosyltransferase	M	NA	NA
OG4669	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4670	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4671	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4672	hypothetical protein	COG0305	DnaB	Replicative DNA helicase	L	NA	NA
OG4673	hypothetical protein	COG2268	YqiK	Phage-related minor tail protein	S	NA	NA
OG4674	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4675	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4676	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4677	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4678	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4679	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4680	Thymidylate kinase	COG0125	Tmk	Thymidylate kinase	F	NA	NA
OG4681	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4682	hypothetical protein	COG2244	RfbX	Membrane protein involved in the export of O-antigen and teichoic acid	M	NA	NA
OG4683	hypothetical protein	COG1480	PgpH	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	T	NA	NA
OG4684	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4685	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4686	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4687	hypothetical protein	COG3463	NA	Uncharacterized membrane protein	S	NA	NA
OG4688	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4689	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4690	hypothetical protein	COG0254	RpmE	Ribosomal protein L31	J	NA	NA
OG4691	hypothetical protein	COG2327	WcaK	Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis)	M	NA	NA
OG4692	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4693	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4694	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4695	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4696	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4697	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4698	hypothetical protein	COG3118	CnoX	"Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family"	O	NA	NA
OG4699	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4700	Lysine 6-dehydrogenase	COG1748	Lys9	"Saccharopine dehydrogenase, NADP-dependent"	E	NA	NA
OG4701	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4702	Ketol-acid reductoisomerase (NAD(P)(+))	COG0059	IlvC	Ketol-acid reductoisomerase	E	K00053	ketol-acid reductoisomerase
OG4703	hypothetical protein	COG2074	Pgk2	2-phosphoglycerate kinase/Mevalonate-3-phosphate 5-kinase	G	NA	NA
OG4704	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4705	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4706	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4707	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4708	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4709	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4710	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4711	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4712	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4713	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4714	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4715	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4716	Anhydro-N-acetylmuramic acid kinase	COG2377	AnmK	"1,6-Anhydro-N-acetylmuramate kinase"	M	NA	NA
OG4717	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4718	hypothetical protein	COG1178	FbpB	"ABC-type Fe3+ transport system, permease component"	P	NA	NA
OG4719	"GDP-mannose 4,6-dehydratase"	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	M	NA	NA
OG4720	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	COG0399	WecE	"dTDP-4-amino-4,6-dideoxygalactose transaminase"	M	NA	NA
OG4721	hypothetical protein	NA	NA	NA	NA	K03746	DNA-binding protein H-NS
OG4722	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4723	hypothetical protein	COG0419	SbcC	DNA repair exonuclease SbcCD ATPase subunit	L	NA	NA
OG4724	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4725	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4726	hypothetical protein	COG1061	SSL2	"ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain"	K	NA	NA
OG4727	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4728	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4729	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4730	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4731	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4732	"Pyruvate, phosphate dikinase"	COG0574	PpsA	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	G	NA	NA
OG4733	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4734	RNA polymerase sigma factor RpoH	COG0568	RpoD	"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)"	K	NA	NA
OG4735	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4736	Apulose-4-phosphate transketolase subunit A	COG0021	Dxs	Deoxyxylulose-5-phosphate synthase	G	NA	NA
OG4737	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4738	"Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial"	NA	NA	NA	NA	NA	NA
OG4739	hypothetical protein	COG1085	GalT	Galactose-1-phosphate uridylyltransferase	G	NA	NA
OG4740	hypothetical protein	COG0438	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	NA	NA
OG4741	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4742	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4743	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4744	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4745	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4746	Cell division protein FtsZ	COG0206	FtsZ	Cell division GTPase FtsZ	D	NA	NA
OG4747	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4748	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4749	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4750	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	COG0399	WecE	"dTDP-4-amino-4,6-dideoxygalactose transaminase"	M	NA	NA
OG4751	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4752	Elongation factor G	COG0480	FusA	"Translation elongation factor EF-G, a GTPase"	J	NA	NA
OG4753	hypothetical protein	COG0624	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	E	NA	NA
OG4754	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4755	hypothetical protein	COG1194	MutY	"Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs"	L	NA	NA
OG4756	Adenylylsulfate reductase subunit alpha	NA	NA	NA	NA	NA	NA
OG4757	Type II secretion system protein F	COG1459	PulF	"Type II secretory pathway, component PulF"	N	NA	NA
OG4758	hypothetical protein	COG0559	LivH	"Branched-chain amino acid ABC-type transport system, permease component"	E	NA	NA
OG4759	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4760	hypothetical protein	COG3751	EGL9	"Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain"	J	NA	NA
OG4761	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4762	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4763	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4764	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4765	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4766	Acetaldehyde dehydrogenase	COG4569	MhpF	Acetaldehyde dehydrogenase (acetylating)	Q	NA	NA
OG4767	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4768	hypothetical protein	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	M	NA	NA
OG4769	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4770	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4771	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4772	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4773	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4774	hypothetical protein	COG3889	NA	"Extracellular solute-binding protein, contains Ig-fold domain"	R	NA	NA
OG4775	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4776	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4777	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4778	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4779	allantoicase	COG4266	Alc	Allantoicase	F	NA	NA
OG4780	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4781	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4782	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4783	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4784	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4785	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4786	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4787	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4788	hypothetical protein	COG2314	TM2	"Uncharacterized membrane protein YozV, TM2 domain, contains pTyr"	R	NA	NA
OG4789	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4790	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4791	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4792	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4793	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4794	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4795	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4796	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4797	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4798	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4799	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4800	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4801	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4802	hypothetical protein	COG5294	YxeA	"Uncharacterized conserved protein YxeA, DUF1093 family"	S	NA	NA
OG4803	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4804	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4805	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4806	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4807	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4808	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4809	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4810	hypothetical protein	COG2994	HlyC	ACP:hemolysin acyltransferase (hemolysin-activating protein)	O	K07389	cytolysin-activating lysine-acyltransferase
OG4811	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4812	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4813	DNA-directed RNA polymerase subunit alpha	COG0568	RpoD	"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)"	K	K03040	DNA-directed RNA polymerase subunit alpha
OG4814	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4815	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4816	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4817	hypothetical protein	COG4221	YdfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	C	NA	NA
OG4818	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4819	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4820	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4821	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4822	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4823	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4824	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4825	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4826	hypothetical protein	NA	NA	NA	NA	NA	NA
OG4827	hypothetical protein	NA	NA	NA	NA	NA	NA
